id,price,brand,brandI,Amortizatoriai galiniai:,Balnelis:,Diskiniai stabdžiai:,Dviračių tipai:,Galinis permetėjas:,Kategorija:,Licencijos (filmukų herojai):,Padangos:,Pakuotė:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pardavėjas:,Pavarų perjungimo rankenėlė:,Pavarų skaičius:,Pedalai:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinis permetėjas:,Ratlankiai:,Ratų skersmuo:,Rekomend. amžius nuo:,Rekomenduojamas ūgis:,Rėmas:,Rėmo dydis:,Rūšis:,Skirta:,Stabdžių sistema:,Svoris:,Visos šio ženklo prekės:,Šakė:
1522,211.34,Huffy,"Dviratis vaikams Huffy Fairmont 20"", mėlynas",Nėra,,,Vaikiški,Shimano - Acera RDM3000 SGS,Dviračiai,,,,"0,1 x 0,8 x 0,6 m, 10 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Vitalimax, 					            KAM Trade SIA",Index Shimano,1,,73362321,1 vnt.,Huffy,Nenurodyta,Plieniniai,"20 """,,113-140 cm,Plieninis,20 cm,"Huffy, vaikiški dviračiai",Mergaitėms,V-Brake,14 kg,Visos Huffy prekės,Plienas
1523,318.24,Royal Baby Space,"Vaikiškas dviratis Royal Baby Space Shuttle 16"", baltas",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,ABC Žaislai,Nenurodyta,Nenurodyta,,73459841,1 vnt.,Royal Baby Space,Nenurodyta,Nenurodyta,"16 """,4 m.,105-135 cm,Magnio,16 cm,"Royal Baby Space, vaikiški dviračiai","Berniukams, 					            Mergaitėms",Nenurodyta,9.6 kg,Visos Royal Baby Space prekės,Nenurodyta
1524,297.08,Royal Baby,"Vaikiškas dviratis ""Royal Baby Space Shuttle 14"", juodas",V-Brake,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,ABC Žaislai,Nenurodyta,1,,73459851,1 vnt.,Royal Baby,Nenurodyta,Nenurodyta,"14 """,,105-135 cm,Magnio,14 cm,"Royal Baby, vaikiški dviračiai",Berniukams,Diskiniai,8.7 kg,Visos Royal Baby prekės,Nenurodyta
1525,749.95,Bulls,"Kalnų dviratis Bulls Sharptail 1 Disc 29"", žalias",Nėra,,,Kalnų,Shimano ST-EF500,Dviračiai,,Ace of Pace,,"0,2 x 0,2 x 0,2 m, 0,2 kg",,Dviračių arena,Nenurodyta,Nenurodyta,,73626981,1 vnt.,Bulls,Nenurodyta,Nenurodyta,"29 """,,185-195 cm,Aliuminis,20 cm,"Bulls, kalnų dviračiai",Vyrams,Tektro,15 kg,Visos Bulls prekės,SR Suntour XCE-28 DS29
1526,1399.0,Bulls,"Kalnų dviratis Bulls Copperhead 3 29"", juodas",Nėra,,,Kalnų,SHIMANO Deore XT SL-M8100-IR I-Spec EV,Dviračiai,,SCHWALBE Racing Ray / Racing Ralph Evo Super Race TLE,,"0,2 x 0,2 x 0,2 m, 0,2 kg",,Dviračių arena,Nenurodyta,Nenurodyta,,73627066,1 vnt.,Bulls,Nenurodyta,Nenurodyta,"29 """,,185-195 cm,Aliuminis,20 cm,"Bulls, kalnų dviračiai",Vyrams,Diskiniai hidrauliniai,13.2 kg,Visos Bulls prekės,RockShox REBA RL-R
1527,849.95,Bulls,"Dviratis 29 Bulls Bushtail 18g, žalias",Nėra,,,Miesto,SHIMANO Altus SL-M2010,Dviračiai,,SUPERO Edge,,"0,2 x 0,2 x 0,2 m, 0,2 kg",,Dviračių arena,Nenurodyta,Nenurodyta,,73629081,1 vnt.,Bulls,Nenurodyta,-,"29 """,,160-180 cm,Aliuminis,21 cm,"Bulls, miesto dviračiai",Universalus,Tektro,- kg,Visos Bulls prekės,SR Suntour XCM DS RL
1528,599.95,Pegasus,"Dviratis 26 Pegasus Avanti, mėlynas",Nenurodyta,,,Vaikiški,SHIMANO SL-RS36 Revoshift,Dviračiai,,VEE TYRE City Cruz,,"0,2 x 0,2 x 0,2 m, 0,2 kg",,Dviračių arena,Revo Shift Shimano,18,,73629876,1 vnt.,Pegasus,Nenurodyta,-,"26 """,,145-165 cm,Aliuminis,26 cm,"Pegasus, vaikiški dviračiai",Vyrams,V-Brake,20 kg,Visos Pegasus prekės,SR Suntour CR-8V-P
1529,695.0,Volare Liberty,"Miesto dviratis Liberty Comfy, 24"", juodas",Nenurodyta,,,Miesto,Shimano Nexus,Dviračiai,,,,"1,9 x 1,2 x 0,74 m, 26 kg",,Sport On,Nenurodyta,3,,73856296,1 vnt.,Volare Liberty,Nenurodyta,Nenurodyta,"24 """,,155-170 cm,Aliuminis,24 cm,"Volare Liberty, miesto dviračiai",Universalus,V formos stabdžiai,- kg,Visos Volare Liberty prekės,Nenurodyta
1530,205.0,Bottari,"Dviratis Bottari Torino 24'', mėlynas",Nėra,,,Miesto,Saiguan,Dviračiai,,,,"1,32 x 0,45 x 0,71 m, 20 kg",,Pigu.lt,Saiguan,6,,74052606,1 vnt.,Bottari,Nenurodyta,Aliuminiai sustiprinti,"24 """,,165-185 cm,Aliuminis,24 cm,"Bottari, miesto dviračiai",Moterims,V formos stabdžiai,19 kg,Visos Bottari prekės,Plienas
1531,749.99,Enero,"Triratis reabilitacijai Enero Rower 24"", juodas",Nėra,Nenurodyta,,Triračiai,Nėra,Dviračiai,,,,"1,67 x 0,45 x 0,72 m, 20 kg",,Buying Solutions,Nėra,1,Plastikiniai,76037093,1 vnt.,Enero,Nėra,24,"24 """,,155-169 cm,Plieninis,24 cm,"Enero, triračiai dviračiai","Universalus, 					            Vyrams",Diskiniai,27 kg,Visos Enero prekės,Nenurodyta
1532,1349.9,Cannondale,"Kalnų dviratis Cannondale Topstone 4 29"", juodas",Nėra,,,Kalnų,Microshift,Dviračiai,,,,"0,3 x 0,31 x 0,3 m, 0,2 kg",,Dviračių arena,Yra,10,,76635702,1 vnt.,Cannondale,Nenurodyta,Nenurodyta,"29 """,,165-195 cm,Aliuminis,29 cm,"Cannondale, kalnų dviračiai",Vyrams,Promax Render,- kg,Visos Cannondale prekės,Aliuminis
1533,399.9,GT Bikes,"Kalnų dviratis GT Laguna 26"", pilkas",Nėra,,,Kalnų,Microshift,Dviračiai,,,,"0,1 x 0,1 x 0,2 m, 0,1 kg",,Dviračių arena,Yra,7,,76639312,1 vnt.,GT Bikes,Nenurodyta,Nenurodyta,"26 """,,160-180 cm,Aliuminis,26 cm,"GT Bikes, kalnų dviračiai",Vyrams,V-Brake,- kg,Visos GT Bikes prekės,Aliuminis
1534,284.0,Classic,"Dviratis 20 Classic Star, mėlynas",Nenurodyta,,,Vaikiški,Shimano Tourney RD-TY500,Dviračiai,,,,"1 x 1,11 x 1 m, 0,3 kg",,Dviračių arena,Nenurodyta,Nenurodyta,,76776149,1 vnt.,Classic,Nenurodyta,"20"" Kids","20 """,,110-130 cm,Aliuminis,20 cm,"Classic, vaikiški dviračiai",Universalus,V-Brake,- kg,Visos Classic prekės,Nenurodyta
1535,204.76,Toimsa,"Vaikiškas dviratis 16 Vintage Beige Toimsa 16231, baltas",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,1 x 0,11 m, 1 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Eventure, 					            Vitalimax, 					            Digizone, 					            PowerSPORT",Nenurodyta,Nenurodyta,,77231054,1 vnt.,Toimsa,Nenurodyta,-,"16 """,,110-120 cm,Aliuminis,16 cm,"Toimsa, vaikiški dviračiai",Universalus,Nenurodyta,- kg,Visos Toimsa prekės,Nenurodyta
1536,192.0,Huffy,"Vaikiškas dviratis 12 Huffy Avengers, mėlynas",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,1 x 0,11 m, 1 kg",,"Pigu.lt, 					            Digitooted OÜ",Nenurodyta,Nenurodyta,,77231064,1 vnt.,Huffy,Nenurodyta,-,"12 """,,110-120 cm,Aliuminis,12 cm,"Huffy, vaikiški dviračiai",Berniukams,Nenurodyta,- kg,Visos Huffy prekės,Nenurodyta
1537,134.47,Toimsa,"Vaikiškas dviratis 12 Toimsa, raudonas",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,1 x 0,1 x 0,11 m, 1 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Eventure, 					            Vitalimax, 					            Digizone, 					            Digitooted OÜ",Nenurodyta,1,,77231129,1 vnt.,Toimsa,Nenurodyta,-,"12 """,,113-140 cm,Aliuminis,12 cm,"Toimsa, vaikiški dviračiai",Universalus,Nenurodyta,- kg,Visos Toimsa prekės,Plienas
1538,160.0,POLAR,"Vaikiškas dviratis Polar JR Icecream, 18"", įvairių spalvų",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,28 x 0,2 x 0,65 m, 14 kg",,GJ Bikes SIA,Nenurodyta,1,,77614734,1 vnt.,Polar,Nenurodyta,Nenurodyta,"18 """,,105-135 cm,Plieninis,18 cm,"Polar, vaikiški dviračiai",Mergaitėms,V-Brake,- kg,Visos POLAR prekės,Plienas
1539,247.0,POLAR,"Polar Modesty dviratis, skirtas paaugliams, 26"", juodas",Nėra,,,"Kalnų, 					            Miesto",Shimano RD-TY21,Dviračiai,,,,"1,38 x 0,2 x 0,88 m, 21 kg",,GJ Bikes SIA,Nenurodyta,18,,77614834,1 vnt.,Polar,Nenurodyta,Nenurodyta,"26 """,,150-165 cm,Plieninis,26 cm,"Polar, kalnų dviračiai,                                                                                             Polar, miesto dviračiai","Mergaitėms, 					            Moterims",V formos stabdžiai,- kg,Visos POLAR prekės,Plienas
1540,251.99,Huffy,"Vaikiškas dviratis Huffy Marvel Spider-Man 72169W, 12"", mėlynas",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,89 x 0,5 x 0,1 m, 1 kg",,KATARATA,Nenurodyta,Nenurodyta,,78159743,1 vnt.,Huffy,Nenurodyta,Nenurodyta,"12 """,,100-110 cm,Plieninis,12 cm,"Huffy, vaikiški dviračiai",Berniukams,Nenurodyta,- kg,Visos Huffy prekės,Nenurodyta
1541,549.0,Swoop,"Dviratis Swoop Fatbike 26, juodas",Nenurodyta,,,Miesto,SHIMANO,Dviračiai,,,,"1,98 x 1,165 x 0,265 m, 26,3 kg",,Nordic ProStore,SHIMANO,7,,78277602,1 vnt.,Swoop,Nenurodyta,-,"26 """,,165-185 cm,Aliuminis,19 cm,"Swoop, miesto dviračiai",Vyrams,Nenurodyta,20.91 kg,Visos Swoop prekės,Nenurodyta
1542,320.0,Tabou,"Dviratis Tabou Gravity 3.0 BMX 20"", juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,67 x 0,2 m, 13 kg",,GJ Bikes SIA,Nenurodyta,1,,79339768,1 vnt.,Tabou,Nenurodyta,Nenurodyta,"20 """,,"145-155 cm, 					            160-170 cm",Plieninis,20 cm,"Tabou, bmx dviračiai","Berniukams, 					            Mergaitėms",V-Brake,12 kg,Visos Tabou prekės,Kieta
1543,365.0,ROMET,"Miesto dviratis Romet Orkan 21"", pilkas",Nenurodyta,,,Miesto,Shimano Acera,Dviračiai,,,,"0,49 x 0,05 x 0,08 m, 0,65 kg",,"Pigu.lt, 					            Velomarket OÜ, 					            Minced, 					            PowerSPORT",Nenurodyta,21,,79398658,1 vnt.,Romet,Nenurodyta,-,"20 """,,170-180 cm,Aliuminis,21 cm,"Romet, miesto dviračiai",Vyrams,V-Brake,14 kg,Visos ROMET prekės,Amortizuojanti
1544,355.0,Ewo React,"Kalnų dviratis Ewo React Scout, 29'', pilkas/mėlynas",Nenurodyta,,,Kalnų,Shimano Tourney 7,Dviračiai,,,,"1,4 x 0,77 x 0,2 m, 21 kg",,GJ Bikes SIA,Shimano Tourney RD-TY300 7v,21,,79526033,1 vnt.,Ewo React,Nenurodyta,29,"29 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,29 cm,"Ewo React, kalnų dviračiai","Moterims, 					            Universalus, 					            Vyrams",Diskiniai,21 kg,Visos Ewo React prekės,Amortizuojanti
1545,274.0,ROMET,"Miesto dviratis Romet Rambler FIT 20"", žalias",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,3 x 0,31 x 0,3 m, 1 kg",,"Pigu.lt, 					            PowerSPORT",Yra,6,,79731980,1 vnt.,Romet,Nenurodyta,20,"20 """,,120-150 cm,Aliuminis,10 cm,"Romet, vaikiški dviračiai",Universalus,Diskiniai mechaniniai,11.9 kg,Visos ROMET prekės,Nenurodyta
1546,319.0,ROMET,"Dviratis Romet Jolene 6.1 2024 26"", baltas/violetinis",Nėra,,Ne,Kalnų,Shimano Tourney TY300D,Dviračiai,,,,"1,2 x 0,5 x 0,6 m, 12 kg",,"Pigu.lt, 					            Velomarket OÜ, 					            Minced, 					            PowerSPORT",Shimano ST-EF41,21,,79732015,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"26 """,,175-185 cm,Aliuminis,19 cm,"Romet, kalnų dviračiai",Moterims,V formos stabdžiai,14.5 kg,Visos ROMET prekės,Amortizuojanti
1547,316.0,ROMET,"Dviratis Romet Jolene 6.1 2024 26"", žalias/violetinis",Nėra,,Ne,Kalnų,Shimano Tourney TY300D,Dviračiai,,,,"1,2 x 0,5 x 0,6 m, 12 kg",,"Pigu.lt, 					            Velomarket OÜ, 					            PowerSPORT",Shimano ST-EF41,21,,79732025,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"26 """,,175-185 cm,Aliuminis,19 cm,"Romet, kalnų dviračiai",Moterims,V formos stabdžiai,14.5 kg,Visos ROMET prekės,Amortizuojanti
1548,410.0,ROMET,"Dviratis Romet Rambler R6.3 2024, 26'', mėlynas, raudonas",Nėra,,Taip,Kalnų,SHIMANO Altus RDM-310,Dviračiai,,,,"0,28 x 0,06 x 0,05 m, 0,17 kg",,"Pigu.lt, 					            KATARATA, 					            Minced",Shimano ST-TX800,24,,79732240,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"26 """,,175-185 cm,Aliuminis,20 cm,"Romet, kalnų dviračiai",Vyrams,Diskiniai mechaniniai,14.4 kg,Visos ROMET prekės,Suntour XCE
1549,495.0,ROMET,"Trekingo dviratis Romet Gazela 0 2024, 20""/L, pilkas",Nenurodyta,,,Trekking,Shimano Altus RD-M310,Dviračiai,,,,"1,5 x 0,7 x 0,5 m, 17 kg",,"Pigu.lt, 					            Velomarket OÜ, 					            Minced, 					            PowerSPORT",Shimano ST-EF41 3x7,21,,79732355,1 vnt.,Romet,Nenurodyta,Aliuminiai,"20 """,,"170-180 cm, 					            180-190 cm",Aliuminis,20 cm,"Romet, trekking dviračiai",Universalus,V-Brace,17 kg,Visos ROMET prekės,Amortizuojanti
1550,493.0,ROMET,"Dviratis Romet Gazela 1 2024 28"", baltas/violetinis",Nėra,,Ne,Miesto,Shimano Altus RD-M310,Dviračiai,,,,"1,2 x 0,5 x 0,6 m, 12 kg",,"Pigu.lt, 					            Minced",SHIMANO ST-EF500,21,,79732365,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,175-185 cm,Aliuminis,20 cm,"Romet, miesto dviračiai",Moterims,V formos stabdžiai,17 kg,Visos ROMET prekės,Amortizuojanti
1551,369.0,ROMET,"Dviratis Romet Wagant 0 2024, 28'', žalias, grafito",Nėra,,Ne,Trekking,Shimano Altus RD-M310,Dviračiai,,,,"0,65 x 0,15 x 0,4 m, 2 kg",,"Pigu.lt, 					            Minced, 					            PowerSPORT",Shimano ST-EF41,21,,79732500,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,180-200 cm,Aliuminis,23 cm,"Romet, trekking dviračiai",Vyrams,V formos stabdžiai,17 kg,Visos ROMET prekės,Amortizuojanti
1552,319.0,ROMET,"Dviratis Romet Rambler R6.0 JR 2024 lemon-black-red-15"" / S",Nėra,,Ne,Kalnų,Shimano Tourney TY300D,Dviračiai,,,,"1,4 x 0,2 x 0,75 m, 16 kg",,"GravaLV, 					            Velomarket OÜ, 					            PowerSPORT",Revoshift Shimano Tourney SL-RS35,21,,79750755,1 vnt.,Romet,Nenurodyta,26,"26 """,,132-160 cm,Aliuminis,15 cm,"Romet, kalnų dviračiai","Berniukams, 					            Mergaitėms",V-tipo,14.5 kg,Visos ROMET prekės,Amortizuojanti
1553,180.4,Toimsa,"Vaikiškas dviratis Paw Patrol 16"", violetinis/rožinis",Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"0,1 x 0,1 x 0,9 m, 10 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Eventure, 					            Vitalimax, 					            Digizone, 					            Digitooted OÜ, 					            Minced, 					            PowerSPORT",Nėra,1,,80040205,1 vnt.,Toimsa,Nėra,Aliuminiai,"16 """,,110-130 cm,Aliuminis,12 cm,"Toimsa, vaikiški dviračiai",Mergaitėms,Priekiniai,10 kg,Visos Toimsa prekės,Aliuminis
1554,855.46,Pegasus,"Miesto dviratis Pegas 26'', mėlynas",Nenurodyta,,,Miesto,Shimano Nexus,Dviračiai,,,,"1,94 x 0,22 x 1,16 m, 19,5 kg",,Solit,Nenurodyta,3,,80155655,1 vnt.,Pegasus,Nenurodyta,-,"26 """,,170-180 cm,Aliuminis,17 cm,"Pegasus, miesto dviračiai",Universalus,V formos stabdžiai,15.5 kg,Visos Pegasus prekės,Plienas
1555,770.89,Pegasus,"Miesto dviratis Pegasus 26"", raudonas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,83 x 1,03 x 0,22 m, 20 kg",,Solit,Nenurodyta,3,,80156215,1 vnt.,Pegasus,Nenurodyta,Aliuminiai,"26 """,,160-185 cm,Aliuminis,17 cm,"Pegasus, miesto dviračiai",Moterims,Nenurodyta,15.5 kg,Visos Pegasus prekės,Plienas
1556,557.0,ROMET,"Dviratis Romet Rambler R9.3 2024, 29'', pilkas, juodas",Nėra,,Taip,Kalnų,Shimano Acera RD-M3020 SGS,Dviračiai,,,,"0,1 x 0,12 x 0,15 m, 0,2 kg",,Pigu.lt,Shimano ST-EF505,24,,80179340,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"29 """,,180-190 cm,Aliuminis,20 cm,"Romet, kalnų dviračiai",Vyrams,Diskiniai hidrauliniai,13.8 kg,Visos ROMET prekės,Suntour XCT
1557,686.98,ROMET,"Dviratis Romet Rambler R9.4 2024, 29'', grafito",Nėra,,Taip,Kalnų,Shimano Alivio RD-M3100 SGS,Dviračiai,,,,"0,1 x 0,12 x 0,15 m, 0,2 kg",,"KATARATA, 					            Minced",Shimano ST-EF505,24,,80179365,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"29 """,,180-190 cm,Aliuminis,20 cm,"Romet, kalnų dviračiai",Vyrams,Diskiniai hidrauliniai,14.3 kg,Visos ROMET prekės,Suntour XCT
1558,720.95,ROMET,"Dviratis Romet Rambler R9.4 2024, 29"", pilkas",Nėra,,Taip,Kalnų,Shimano Alivio RD-M3100 SGS,Dviračiai,,,,"0,1 x 0,12 x 0,15 m, 0,2 kg",,"Minced, 					            PowerSPORT",Shimano ST-EF505,24,,80190520,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"29 """,,170-180 cm,Aliuminis,18 cm,"Romet, kalnų dviračiai",Vyrams,Diskiniai hidrauliniai,14.3 kg,Visos ROMET prekės,Suntour XCT
1559,302.0,ROMET,"Kalnų dviratis Romet Jolene 19"", baltas",Nėra,,,Kalnų,Shimano Tourney,Dviračiai,,,,"0,29 x 0,69 x 0,19 m, 0,02 kg",,"Pigu.lt, 					            PowerSPORT",Shimano RS35 Revoshift,21,,80312725,1 vnt.,Romet,Nenurodyta,-,"19 """,,165-174 cm,Aliuminis,26 cm,"Romet, kalnų dviračiai",Universalus,V-Brake,14.5 kg,Visos ROMET prekės,Nenurodyta
1560,229.0,Retro,"Miesto dviratis Retro 28'', raudonas",Nėra,,,Miesto,TORPEDO,Dviračiai,,,,"1,44 x 0,87 x 0,21 m, 15 kg",,RoweroSfera,Nenurodyta,1,,80351970,1 vnt.,Retro,Nenurodyta,Aliuminiai,"26 """,,170-185 cm,Plieninis,28 cm,"Retro, miesto dviračiai",Universalus,V formos stabdžiai,- kg,Visos Retro prekės,Standi
1561,225.0,Retro,"Miesto dviratis Retro 26'', žalias",Nėra,,,Miesto,TORPEDO,Dviračiai,,,,"1,44 x 0,8 x 0,21 m, 14 kg",,RoweroSfera,Nenurodyta,1,,80352010,1 vnt.,Retro,Nenurodyta,Aliuminiai,"26 """,,170-180 cm,Aliuminis,26 cm,"Retro, miesto dviračiai",Universalus,V formos stabdžiai,- kg,Visos Retro prekės,Standi
1562,1199.0,Bergamont,"Miesto dviratis Bergamont Hans-on 28"", pilkas",Nėra,,,Miesto,Shimano RD-R3000,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,9,,80360890,1 vnt.,Bergamont,Nėra,Nenurodyta,"28 """,,165-195 cm,Aliuminis,20 cm,"Bergamont, miesto dviračiai",Universalus,Shimano BR-MT200 Hydraulic Disc,- kg,Visos Bergamont prekės,Aliuminis
1563,799.0,Bergamont,"Miesto dviratis Bergamont Horizon N7 Cb Amsterdam 28"", pilkas",Nėra,,,Miesto,Shimano Nexus,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,7,,80360895,1 vnt.,Bergamont,Nenurodyta,Nenurodyta,"28 """,,160-185 cm,Aliuminis,28 cm,"Bergamont, miesto dviračiai",Moterims,V-Brake,- kg,Visos Bergamont prekės,Aliuminis
1564,1999.0,Silverback,"Hibridinis dviratis Silverback Scoop SX 26"", raudonas",Nėra,,,Hibridiniai,Sram SX Eagle™,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,12,,80360990,1 vnt.,Silverback,Nenurodyta,Nenurodyta,"26 """,,165-185 cm,Aliuminis,26 cm,"Silverback, hibridiniai dviračiai",Vyrams,Diskiniai hidrauliniai,16.7 kg,Visos Silverback prekės,Aliuminis
1565,385.0,Classic,"Vaikiškas dviratis Classic Team 20"", žalias",Nėra,,,Vaikiški,Shimano Tourney TY-300,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,Nenurodyta,,80361315,1 vnt.,Classic,Nėra,Nenurodyta,"20 """,,120-140 cm,Aliuminis,20 cm,"Classic, vaikiški dviračiai",Berniukams,V-Brake,9.2 kg,Visos Classic prekės,"Rigid fork, aluminum"
1566,355.0,Classic,"Miesto dviratis Classic Funk 24"", baltas",Nėra,,,Miesto,Shimano Nexus,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,3,,80361330,1 vnt.,Classic,Nenurodyta,Nenurodyta,"24 """,,165-185 cm,Aliuminis,24 cm,"Classic, miesto dviračiai",Universalus,V-Brake,14.9 kg,Visos Classic prekės,Rigid Hi-Ten
1567,355.0,Classic,"Miesto dviratis Classic Funk EQ 24"", baltas",Nėra,,,Miesto,Shimano Nexus,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,3,,80361405,1 vnt.,Classic,Nenurodyta,Nenurodyta,"24 """,,160-185 cm,Aliuminis,24 cm,"Classic, miesto dviračiai",Universalus,V-Brake,14.9 kg,Visos Classic prekės,Aliuminis
1568,609.01,Classic,"Kalnų dviratis Classic Pro 29"" mėlynas",Nėra,,,Kalnų,Shimano Altus,Dviračiai,,,,"1,16 x 0,57 x 0,55 m, 12 kg",,Dviračių arena,Yra,24,,80361465,1 vnt.,Classic,Nenurodyta,Nenurodyta,"29 """,,"160-180 cm, 					            180-200 cm",Aliuminis,29 cm,"Classic, kalnų dviračiai",Vyrams,Shimano MT-200,- kg,Visos Classic prekės,HL-565
1569,487.0,Classic,"Hibridinis dviratis Classic Team lady 29"", baltas",Nėra,,,Hibridiniai,Shimano Tourney TY-300,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Yra,7,,80361490,1 vnt.,Classic,Nenurodyta,Nenurodyta,"29 """,,165-185 cm,Aliuminis,29 cm,"Classic, hibridiniai dviračiai",Moterims,V-Brake,14.5 kg,Visos Classic prekės,Aliuminis
1570,499.0,Haro,"BMX dviratis Haro Sloride 26"", rožinis",Nėra,,,BMX,Nėra,Dviračiai,,,,"0,01 x 0,011 x 0,01 m, 20 kg",,Dviračių arena,Nenurodyta,Nenurodyta,,80361515,1 vnt.,Haro,Nėra,Nenurodyta,"26 """,,160-180 cm,Anglies pluošto,26 cm,"Haro, bmx dviračiai",Vyrams,V-Brake,- kg,Visos Haro prekės,Kieta
1571,849.0,Haro,"Kalnų dviratis Haro Double Peak Sport 27.5"", pilkas",Nėra,,,Kalnų,Nenurodyta,Dviračiai,,,,"1,16 x 0,57 x 0,55 m, 12 kg",,Dviračių arena,Yra,8,,80361545,1 vnt.,Haro,Nenurodyta,Nenurodyta,"27.5 """,,165-185 cm,Aliuminis,29 cm,"Haro, kalnų dviračiai",Vyrams,Radius DS-100H,- kg,Visos Haro prekės,HL Vaxa 30
1572,629.0,ROMET,"Miesto dviratis Romet Gazela 18"", juodas",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"0,2 x 0,21 x 0,2 m, 0,2 kg",,Velomarket OÜ,Nenurodyta,21,,80485480,1 vnt.,Romet,Nenurodyta,Aliuminiai,"28 """,,160-185 cm,Aliuminis,18 cm,"Romet, miesto dviračiai",Universalus,Diskiniai mechaniniai,- kg,Visos ROMET prekės,Plienas
1573,299.0,GT Bikes,"BMX dviratis GT Bikes Air 20"", geltonas",Nėra,,,BMX,Nėra,Dviračiai,,,,"1,3 x 0,3 x 0,7 m, 14 kg",,freeride LV,Nėra,1,Plastic,80754852,1 vnt.,GT Bikes,Nėra,20,"20 """,,120-160 cm,Plieninis,20 cm,"GT Bikes, bmx dviračiai",Universalus,U-tipo,12 kg,Visos GT Bikes prekės,Kieta
1574,399.0,PUKY,"Vaikiškas dviratis Puky LS-PRO 16"", žalias",Nėra,,,Vaikiški,SHIMANO,Dviračiai,,,,"1,2 x 1 x 0,3 m, 30 kg",,"Pigu.lt, 					            Dviračių arena",Nenurodyta,Nenurodyta,,80777360,1 vnt.,Puky,Nenurodyta,Aliuminiai,"16 """,,130-150 cm,Aliuminis,16 cm,"Puky, vaikiški dviračiai",Universalus,V-Brake,5.9 kg,Visos PUKY prekės,Aliuminis
1575,380.0,Gust,"Kalnų dviratis Gust Excell, 29'', mėlynas/geltonas",Nenurodyta,,,Kalnų,Shimano M310,Dviračiai,,,,"1,2 x 0,72 x 0,2 m, 17 kg",,GJ Bikes SIA,SHIMANO,24,,80871690,1 vnt.,Gust,Nenurodyta,"29""","29 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm, 					            190-200 cm",Aliuminis,29 cm,"Gust, kalnų dviračiai","Moterims, 					            Universalus, 					            Vyrams",Diskiniai,17 kg,Visos Gust prekės,Suntour Nex suspension fork with lock-out
1576,429.0,ROMET,"Miesto dviratis Romet Panda 14"", rožinis",Nėra,,,Miesto,Shimano Tourney RD-TZ500,Dviračiai,,,,"2 x 0,5 x 1 m, 20 kg",,Velomarket OÜ,Nenurodyta,Nenurodyta,,81095170,1 vnt.,Romet,Nenurodyta,-,"24 """,,175-180 cm,Aliuminis,14 cm,"Romet, miesto dviračiai",Universalus,Diskiniai hidrauliniai,14.4 kg,Visos ROMET prekės,Nenurodyta
