id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
827,1514.31,Samsung,"Planšetė Samsung S9 ULTRA X910 12 GB RAM 14,6 512 GB Pilka Grafito",,Ne,,,,,11200,,Yra,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,Android 13,,,13 MP,"0,23 x 0,35 x 0,02 m, 1 kg",,,,,"Kouket, 					            Galador Grupp OÜ, 					            KATARATA, 					            Treat Stores, 					            HG plus",,76026858,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon,,,,,,0.732 kg,,,512 GB,Visos Samsung prekės,Wi-Fi 6 (802.11ax)
828,896.19,Apple,Apple iPad Mini A15 64 GB,Nenurodyta,Nenurodyta,Taip,,,,,,,,,Nenurodyta,"8.3""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,iPadOS 15,,- MB,,"0,209 x 0,051 x 0,146 m, 0,636 kg",,,,,Treat Stores,,76027228,1 vnt.,Apple,,,Nenurodyta,"Apple, 8.3"" planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Apple prekės,
829,108.0,,"Planšetinis kompiuteris vaikams 7 colių ,mėlynas",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,7'' (~17.78 cm),,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android 10.0,Android 10,- MB,,"0,23 x 0,065 x 0,15 m, 0,545 kg",,,,,Nekada,,77380279,1 vnt.,Nenurodyta,,1.5 GHz,Nenurodyta,"Nenurodyta, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,,0.688 kg,,,8 GB,Visos Nenurodyta prekės,
830,-1.0,Samsung,Samsung Galaxy Tab S9 FE 5G 6/128GB Silver SM-X516BZSAEUB,Taip,Taip,Taip,iki 1TB,Micro SD,25.43 cm,8000,,Yra,,,LCD TFT,"10.9"" (~27.7 cm)",,Yra,"SM-X516,SM-X516BZSAEUB,SM-X516BZSAEUE",,,0.65 cm,,Planšetiniai kompiuteriai,,,,2304 x 1440,,,Android 13,,6000 MB,8 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Kabelis, 					Naudojimo instrukcija, 					Planšetė, 					S Pen",,,"Pigu.lt, 					            IT Plus, 					            Galador Grupp OÜ",16.58 cm,77770329,1 vnt.,Samsung,12 MP,2.4 GHz,Octa-core,"Samsung, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",Nano-SIM + eSIM,,Ne,Sidabrinė,0.524 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
831,252.9,Samsung,Samsung Galaxy Tab A9+ Silver (SM-X216BZSAEUB),Taip,Taip,Taip,1TB,MicroSD,,7040,,Yra,,,TFT,"11"" (27.9 cm)",,Yra,SM-X216BZSAEUB,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 13,android,4000 MB,8,"0,01 x 0,26 x 0,17 m, 0,49 kg",,,,,"Galador Grupp OÜ, 					            Brandberry, 					            Treat Stores, 					            Triksa, 					            HG plus, 					            Avesa Trade",,79261763,1 vnt.,Samsung,5,,Qualcomm SM6375,"Samsung, 11"" (27.9 cm) planšetiniai kompiuteriai",,,Ne,,0.491 kg,,,64 GB,Visos Samsung prekės,Yra
832,40.56,,PRIVATUMO FILTRAS 14 IN W (16:10) / DIM: 301X188MM,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,38 x 0,25 x 0,01 m, 0,16 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Brandberry, 					            Treat Stores, 					            KAM Trade SIA",,80001160,1 vnt.,,,,,,,,,,,,,,,
833,172.0,Samsung,Samsung Galaxy Tab A9 Silver (SM-X110NZSEEUE),Ne,Ne,Ne,,Micro SDXC,,19.48,Lithium-Ion (Li-Ion),Yra,,,TFT,"8.7"" (~22.1cm)",,Yra,A9 (X110),,,,,Planšetiniai kompiuteriai,,,,1340 x 800,,,Android 13,,8000 MB,8 MP,"0,1 x 0,1 x 0,1 m, 0,6 kg",,,,,"Galador Grupp OÜ, 					            Vitalimax, 					            BB-ELECTRONICS, 					            ovolt",,80347650,1 vnt.,Samsung,2 MP,2.2 GHz,MediaTek,"Samsung, 8.7"" (~22.1cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.329 kg,,,128 GB,Visos Samsung prekės,Yra
834,175.52,Lexibook,Lexibook Master 7 Red,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Jutiklinis ekranas,7'' (~17.78 cm),,Nėra,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,2 x 0,28 x 0,06 m, 1,1 kg",,,,,"Treat Stores, 					            Triksa, 					            HG plus",,82254025,1 vnt.,Lexibook,,,Nenurodyta,"Lexibook, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,,- kg,,,Nenurodyta,Visos Lexibook prekės,
835,505.58,Samsung,Samsung Galaxy Tab Active 5 Wi-Fi 16/128 GB Green,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,TFT,"8"" (20.3 cm)",,Yra,SM-X300NZGAEEB,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,Android,,16000 MB,,"0,22 x 0,25 x 0,14 m, 0,68 kg",,,,,"Kouket, 					            Brandberry, 					            Digizone, 					            Treat Stores",,82268005,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 8"" (20.3 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,128 GB,Visos Samsung prekės,
836,1109.0,Apple,"iPad Air 11"" M2 Wi-Fi 512GB - Space Grey - MUWL3HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,10 val.,Liquid Retina,11,Yra,Nėra,MUWL3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,10,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,Įkroviklis,,,Pigu.lt,17.85 cm,84183096,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11 planšetiniai kompiuteriai",nėra,Ne,Ne,Pilka,0.462 kg,USB Type-C,,512 GB,Visos Apple prekės,802.11ax
837,729.0,Apple,"iPad Air 11"" M2 Wi-Fi 128GB - Starlight - MUWE3HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,10 val.,Liquid Retina,"11"" (27.9 cm)",Yra,Nėra,MUWE3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,10,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Kabelis",,,Pigu.lt,17.85 cm,84183144,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11"" (27.9 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.462 kg,USB Type-C,,128 GB,Visos Apple prekės,802.11ax
838,1359.0,Apple,"iPad Air 11"" M2 Wi-Fi 1TB - Starlight - MUWT3HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,10 val.,Liquid Retina,"11"" (27.9 cm)",Yra,Nėra,MUWT3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,10,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Kabelis",,,Pigu.lt,17.85 cm,84183172,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11"" (27.9 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.462 kg,USB Type-C,,1 TB,Visos Apple prekės,802.11ax
839,1029.0,Apple,"iPad Air 11"" M2 Wi-Fi + Cellular 256GB - Purple - MUXL3HC/A",Taip,Taip,Taip,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,11,Yra,Yra,MUXL3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,9,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Kabelis",,,"Pigu.lt, 					            Avesa Trade",17.85 cm,84183692,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11 planšetiniai kompiuteriai",eSIM,Ne,Ne,Violetinė,0.462 kg,USB Type-C,,256 GB,Visos Apple prekės,802.11ax
840,1279.0,Apple,"iPad Air 11"" M2 Wi-Fi + Cellular 512GB - Starlight - MUXP3HC/A",Taip,Taip,Taip,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"11"" (27.9 cm)",Yra,Yra,MUXP3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,10,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Kabelis",,,Pigu.lt,17.85 cm,84183912,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11"" (27.9 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Auksinė,0.462 kg,USB Type-C,,512 GB,Visos Apple prekės,802.11ax
841,362.58,Samsung,Samsung Galaxy Tab S6 Lite 4/64GB LTE Oxford Grey,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,WUXGA,"10.4""",,Nenurodyta,SM-P625NZAAEUB,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android,,4000 MB,,"0,26 x 0,17 x 0,02 m, 0,66 kg",,,,,"Pigu.lt, 					            Vitalimax, 					            Treat Stores, 					            Triksa, 					            HG plus, 					            Avesa Trade",,84777935,1 vnt.,Samsung,,,Exynos 9611,"Samsung, 10.4"" planšetiniai kompiuteriai",,,Ne,Pilka,- kg,,,64 GB,Visos Samsung prekės,
842,1136.77,Apple,"Apple iPad Air 512GB WiFi 13"" Starlight",,,,,,,,,,,,,,,,Muwn3ty/a,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,26 x 0,19 x 0,03 m, 0,78 kg",,,,,"Treat Stores, 					            HG plus, 					            Proshop lt",,89741545,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
843,1682.77,Apple,"Apple iPad Pro 256GB Wifi+cellular 11"" With Standar Glass Space Black",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,27 x 0,19 x 0,03 m, 0,76 kg",,,,,"Kouket, 					            Treat Stores",,89741725,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
844,1952.2,Apple,"Apple iPad Air 512GB Wifi+cellular 13"" Purple",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,33 x 0,27 x 0,06 m, 1,24 kg",,,,,Kouket,,89784410,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
845,1465.44,Apple,"Apple iPad Air 128GB Wifi+cellular 13"" Blue",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,27 x 0,33 x 0,06 m, 1,24 kg",,,,,Kouket,,89784580,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
846,1166.9,,"'Planšetė Apple Air Rusvai gelsva 64 GB 10,9 5G'",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,64 x 0,46 x 0,12 m, 0,11 kg",,,,,Treat Stores,,90526415,1 vnt.,,,,,,,,,,,,,,,
847,1412.44,Apple,"Apple iPad Air 128GB Wifi+cellular 11"" Space Gray",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,26 x 0,19 x 0,03 m, 0,76 kg",,,,,Minced,,91583965,1 vnt.,Apple,,,,,,,,,,,,,Visos Apple prekės,
848,195.51,,'„teclast p30t 2024“ planšetinis kompiuteris (allwinner a523 8 branduolių 1',,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,3 x 0,02 x 0,35 m, 0,4 kg",,,,,GoodsForYou MB,,92136625,1 vnt.,,,,,,,,,,,,,,,
849,991.89,Microsoft,MICROSOFT MJX-00003,Ne,Ne,Ne,,,,,,,,,Nenurodyta,13'' (~33.02 cm),,Yra,MJX-00003,,,,,Planšetiniai kompiuteriai,,,,2880 x 1920,,,Windows 10 Home,,8000 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,"KATARATA, 					            Minced",,28383030,1 vnt.,Microsoft,,,Nenurodyta,"Microsoft, 13'' (~33.02 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,128,Visos Microsoft prekės,
850,177.89,Archos,"Planšetė Archos Oxygen 101S 32 GB 1 GB RAM 10,1""",Ne,Taip,Taip,,,,,,,,,Nenurodyta,"10.1"" (~20.32 cm)",,Yra,"101S,503797",,,,,Planšetiniai kompiuteriai,,,,1200 x 1920,,,Android,,3200 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,,,28606475,1 vnt.,Archos,,,Nenurodyta,"Archos, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,Nenurodyta,Visos Archos prekės,
851,1297.68,Samsung,"Samsung Galaxy Tab S7+ SM-T970, 128 GB, 5G /Wifi, juoda",Nenurodyta,Taip,Taip,,Micro SD,,10090,,Yra,,,Super AMOLED,"12.4""",Yra,Yra,"SM-T976BZKAEUE,SM-T976BZKAEUE#",,,,,Planšetiniai kompiuteriai,,,,2800 x 1752,,,Android,Android 10,6000 MB,8 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Minced,,32821151,1 vnt.,Samsung,,3090,Qualcomm Snapdragon 865+,"Samsung, 12.4"" planšetiniai kompiuteriai",,,Ne,Juoda,0.575 kg,,,256,Visos Samsung prekės,Yra
852,629.4,Huion,Huion Kamvas 22 Plus,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,21.5'' (~54.6 cm),,Nenurodyta,"6930444801762,GS2202",,,19 cm,USB,Planšetiniai kompiuteriai,,,,1920 x 1080,,,"Windows 10, 					            Windows 7, 					            Windows 8",,- MB,,"0,35 x 0,25 x 0,1 m, 4,5 kg",,,,,Galador Grupp OÜ,,34013001,1 vnt.,Huion,,,Nenurodyta,"Huion, 21.5'' (~54.6 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,3.9 kg,,,Nenurodyta,Visos Huion prekės,
853,421.99,,"TCL TAB10S 9080G 10"" 3 GB RAM 32 GB",Ne,Taip,Ne,,,,,,,,,Nenurodyta,"10"" (~25.4 cm)",,Yra,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android,,3000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,43367963,1 vnt.,Nenurodyta,,,Nenurodyta,"Nenurodyta, 10"" (~25.4 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,32 GB,Visos Nenurodyta prekės,
854,116.03,Huion,Huion RTP-700-B,Ne,Ne,Ne,,,,,,,,,Nenurodyta,Nenurodyta,,Nėra,RTP-700-B,,,8.5 cm,USB,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Windows,,- MB,,"0,06 x 0,37 x 0,24 m, 1,3 kg",,,,,"Pro Baltic, 					            Minced",,43697053,1 vnt.,Huion,,,Nenurodyta,"Huion, nenurodyta planšetiniai kompiuteriai",,,Ne,Juoda,0.637 kg,,,Nenurodyta,Visos Huion prekės,
855,504.99,Lenovo,Lenovo ZA7C0085PL,Taip,Taip,Nenurodyta,,MicroSD,,8400 mAh,,,,,OLED,"11.5""",13 Mpix + 5 Mpix,Yra,ZA7C0085PL,,,,USB-C,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 10,Android 10,6000 MB,8 Mpix,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Gmall,,44203753,1 vnt.,Lenovo,,2.2 GHz,Qualcomm Snapdragon 730G,"Lenovo, 11.5"" planšetiniai kompiuteriai",,,Ne,Pilka,0.485 kg,,,128 GB,Visos Lenovo prekės,
856,643.79,Apple,Apple iPad Mini Wi-Fi 64GB Purple 6th Gen MK7R3,Taip,Taip,Nenurodyta,,,,Nenurodyta,,,,,Retina,"8.3""",12 Mpix,Yra,"MK7R3FD/A,MK7R3HC/A",,,,USB-C,Planšetiniai kompiuteriai,,,,2266 x 1488,,,iOS 15,iOS 15,4000 MB,12 Mpix,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Brandberry",,45532413,1 vnt.,Apple,,,A15 Bionic 64‑bit,"Apple, 8.3"" planšetiniai kompiuteriai",,,Ne,Violetinė,0.293 kg,,,64 GB,Visos Apple prekės,Yra
857,819.21,Apple,Apple iPad Mini Wi-Fi + Cellular 256GB Starlight 6th Gen MK8H3,Taip,Taip,Nenurodyta,,,,Nenurodyta,,,,,Retina,"8.3""",12 Mpix,Yra,MK8H3FD/A,,,,USB-C,Planšetiniai kompiuteriai,,,,2266 x 1488,,,iOS 15,iOS 15,4000 MB,12 Mpix,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Galador Grupp OÜ,,46062023,1 vnt.,Apple,,,A15 Bionic 64‑bit,"Apple, 8.3"" planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.297 kg,,,256 GB,Visos Apple prekės,Yra
858,379.49,Techbite,TechBite SMBO10LTE,Taip,Taip,Nenurodyta,,,,,,,,,IPS+,"10.1"" (~25.6 cm)",8 Mpix,Nėra,"SMBO10LTE,TAB000538",,,9.6 cm,,Planšetiniai kompiuteriai,,,,1280 x 800,Nenurodyta,,Nenurodyta,Android 11,3000 MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"KATARATA, 					            Minced",,47100412,1 vnt.,TechBite,,,MediaTek Helio P22T,"TechBite, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",,,Ne,,0.538 kg,,,32 GB,Visos Techbite prekės,
859,454.75,Samsung,Samsung Galaxy Tab A8 4G 4/64GB SM-X205NZSEEUE,Taip,Taip,Ne,1 TB,Micro SD,24.68 cm,7040,,Yra,,,PLS,"10.5"" (~26.5 cm)",,Yra,"SM-Tab A8-X205 64,SM-X205NZSEEUE,SM-X205NZSEEUE#",,,0.69 cm,"3.5 mm, 					USB 2.0",Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 11,Android 11,4096 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Pro Baltic,16.19 cm,50189479,1 vnt.,Samsung,5 MP,,Octa-core,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.508 kg,,,64 GB (dalis skirta OS),Visos Samsung prekės,Yra
860,337.31,Samsung,Samsung Galaxy Tab A8 WiFi 4/128GB SM-X200NZAFEUB,Ne,Ne,Ne,,Micro SD,,7040 mAh,,Yra,,,TFT,"10.5"" (~26.5 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,1200 x 1920,,,Android 11,,4000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Galador Grupp OÜ,,50220379,1 vnt.,Samsung,5 MP,,Nenurodyta,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.508 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
861,928.2,Apple,"Apple iPad Air 10.9"" Wi-Fi + Cellular 256GB - Purple 5th Gen MMED3HC/A",Taip,Taip,Taip,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Yra,MMED3HC/A,,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Galador Grupp OÜ, 					            Brandberry",17.85 cm,52716604,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",Nano-SIM,Taip,Ne,Violetinė,0.462 kg,USB Type-C,,256 GB (dalis skirta OS),Visos Apple prekės,802.11ax
862,343.88,Amazon,Amazon Fire HD 10 Kids Pro,Ne,Ne,Ne,,,,,,,,,IPS+,"10.1"" (~20.32 cm)",,Nėra,B08H3P9CR2,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,12,,Amazon Fire,,3000 MB,,"0,2 x 0,2 x 0,2 m, 1 kg",,,,,"Pro Baltic, 					            EasyShop, 					            Minced",,53091879,1 vnt.,Amazon,,,Octa-core,"Amazon, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Taip,,0.500 kg,,,32 GB,Visos Amazon prekės,
863,1868.99,Samsung,SAMSUNG GALAXY TAB S8 ULTRA 15''/512GB WIFI ],Ne,Taip,Nenurodyta,,,,,,Yra,,,Nenurodyta,"14.6""",,Yra,SM-X900NZAFEUE,,,,,Planšetiniai kompiuteriai,,,,2960 x 1848,,,Nenurodyta,android,- MB,,"0,35 x 0,024 x 0,24 m, 0,726 kg",,,,,KATARATA,,53222664,1 vnt.,Samsung,,,„Octa Core“,"Samsung, 14.6"" planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,16 GB (12 GB skirta vartotojui),Visos Samsung prekės,
864,402.89,Samsung,Samsung Galaxy Tab A8 LTE 4/64GB SM-X205NZSEEUB,Nenurodyta,Taip,Nenurodyta,,,,7040 mAh,,Yra,,,LCD,"10.5"" (~26.5 cm)",,Yra,SM-X205NZSEEUB,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,54860704,1 vnt.,Samsung,,2 GHz,Octa-core,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Nenurodyta,Sidabrinė,- kg,,,64 GB,Visos Samsung prekės,Yra
865,891.89,Samsung,"Samsung Galaxy Tab S7 FE Snapdragon 778G 4 GB 64 GB 12,4""",Ne,Taip,Ne,,,,,,,,,Nenurodyta,12.4'' (~31.50 cm),,Yra,,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android,,4000 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",,59904733,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,64GB,Visos Samsung prekės,
866,808.99,Samsung,Samsung Tab S6 Lite P619 SM-P619NZBAPHE,Taip,Taip,Ne,,,,,,,,,TFT,"10.4""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Nenurodyta,,4000 MB,,"0,255 x 0,045 x 0,16 m, 0,67 kg",,,,,KATARATA,,59935228,1 vnt.,Samsung,,,Octa-core,"Samsung, 10.4"" planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Samsung prekės,Yra
867,2472.08,Apple,"Apple iPad Pro 11"" Wi-Fi + Cellular 2TB - Silver MNYM3HC/A",Nenurodyta,Taip,Taip,,,,,,Yra,,,Liquid Retina Multi‑Touch IPS,11'' (~27.9 cm),,Yra,MNYM3HC/A,,,,,Planšetiniai kompiuteriai,,,,2388 x 1668,,247.6 x 178.5 x 5.9 mm,iPadOS 16,,16000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Brandberry,,60709813,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11'' (~27.9 cm) planšetiniai kompiuteriai",Nano-SIM,,Nenurodyta,Sidabrinė,0.470 kg,,,2 TB,Visos Apple prekės,Yra
868,769.8,Apple,Apple iPad 10.9,Ne,Ne,Taip,,,,,Lithium Polymer (LiPo),Yra,,,IPS+,"27.7 cm (10.9"")",,Yra,"0194253390077,MPQA3FD/A",,,,,Planšetiniai kompiuteriai,,,,2360 x 1640,,,iPadOS 16,,256 MB,12MP,"0,26 x 0,19 x 0,05 m, 0,9 kg",,,,,"Kouket, 					            Galador Grupp OÜ, 					            Brandberry",,61568478,1 vnt.,Apple,12 MP,,"Apple M1 chip 8-core CPU, 8-core GPU, 16-core Neural Engine","Apple, 27.7 cm (10.9"") planšetiniai kompiuteriai",,,Ne,Geltona,0.477 kg,,,256 GB,Visos Apple prekės,
869,1226.16,,Planšetinis kompiuteris APPLE 11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Grey 4th gen,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,26 x 0,19 x 0,05 m, 0,91 kg",,,,,unashop eu,,61577113,1 vnt.,,,,,,,,,,,,,,,
870,754.0,Apple,Ipad 2022 10th Generation 64 GB,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,"10.9""",,Nenurodyta,"MQ6J3FD/A,MQ6J3HC/A",,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Galador Grupp OÜ, 					            Brandberry",,61684113,1 vnt.,Apple,,,Nenurodyta,"Apple, 10.9"" planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Apple prekės,
871,231.86,Talius,"Talius Zircon 1016 64 GB 4 GB RAM 10,1''",Nenurodyta,Taip,Nenurodyta,,,,,,,,,Nenurodyta,"10.1"" (~20.32 cm)",,Yra,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,61746823,1 vnt.,Talius,,,Nenurodyta,"Talius, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Talius prekės,
