id,title,price,brand,Montavimo tipas,Energijos klasė,Valdymas,Spalva,Talpa (L),Tipas,Aukštis (cm),Plotis,Gylis,Metinės energijos sąnaudos,Garso lygio klasė,Gamintojas
1042,Candy Šaldytuvas | CBL3518E | Energy efficiency class E | Built-in | Combi | Height 177.2 cm | Šaldytuvas net capacity 190 L | Šaldiklis net capacity 73 L | 38 dB | Baltas,365.99,Candy,,,,Nerūdijantis plienas,,,,,,,,LG
1043,"Šaldytuvas Arktic Šaldiklis 3x GN 2/3, 420 W, nerūdijantis plienas",1549.99,Arktic,Įmontuojami,E,,Balta,263.0,Su kamera apačioje,177.2,,,,,Candy
1044,"Montuojamas Šaldytuvas su šaldikliu 7000 serija „NoFrost“, 178 cm",723.10,Electrolux,,,,,,,,,,,,Arktic
1045,Siemens Bosch šaldytuvas-šaldiklis ku22lvfd0,669.99,Siemens,Įmontuojami,E,,Balta,194.0,Su kamera apačioje,178.0,,,,,Electrolux
1046,Šaldytuvas LG GBV7280AEV,1089.99,LG,Įmontuojami,D,,Netaikoma,93.0,Pastatas,,60,55,,,Bosch
1047,Bosch šaldytuvas-šaldiklis podblatowa KUL22VFD0,588.90,Bosch,,,,Antracitas,,Su kamera apačioje,,,,,,LG
1048,Šaldytuvas Electrolux MPN,957.99,Electrolux,,D,,Netaikoma,93.0,Pastatas,,59.8,54.8,,,Bosch
1049,Toshiba Šaldytuvas-šaldiklis GR-RB500WE-PMJ,509.99,Toshiba,,,,pilka,,Su kamera apačioje,,,,,,Electrolux
1050,Šaldytuvas Guzzanti GZ-102A,239.99,Guzzanti,Laisvai statomi,E,,pilka,256.0,Laisvai pastatomas,201.8,70.00,66,,,Toshiba
1051,Šaldytuvas Severin KGK 8941,616.10,Severin,,,,,,,,,,,,Guzzanti
1052,Šaldytuvas Liebherr IRBSd 5120,1329.99,Liebherr,Laisvai statomi,E,,Balta,223.0,Su kamera apačioje,185.0,,,,,Severin
1053,Išparduodama. | Candy Šaldytuvas | CNCQ4T620CX | Energy efficiency class C | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 35 dB | Inox | PAŽEISTA PAKUOTĖ | Candy | Šaldytuvas | CNCQ4T620CX | Energy efficiency class C | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 35 dB | Inox | PAŽEISTA PAKUOTĖ,529.99,Candy,Pastatytas,D,Internal touch control LCD,Balta,294.0,Fridge without freezer,177.0,54.0,54.5,125,B,Liebherr
1054,Šaldytuvas Royal Catering Trijų skyrių granitorius gėrimams 3x12L,1539.99,Royal Catering,,,,,,,,,,,,Candy
1055,"Šaldytuvas Arktic Saldumynų šaldymo vitrina 4 lentynos 98L LED, juoda",505.99,Arktic,,,,,,,,,,,,Royal Catering
1056,"Arktic Dviejų durų baro šaldytuvas gėrimams 90 cm, 228 L",685.99,Arktic,,,,Juoda,98.0,Vitrina,,,,,,Arktic
1057,"Šaldytuvas Arktic Šaldymo vitrina su apšviestu reklaminiu skydeliu, 360L",835.99,Arktic,,,,Juoda,228.0,Vitrina,,,,,,Arktic
1058,"Šaldytuvas Šokinio šaldymo įrenginys 10 x GN 1/1 Hendi, nerūdijantis plienas",3809.99,Hendi,,,,,360.0,,,,,,,Arktic
1059,Šaldytuvas Royal Catering Gėrimų dozatorius su maišytuvu 12 l,375.99,Royal Catering,,,,,,,,,,,,Hendi
1060,"Royal Catering Gėrimų šaldytuvas, plieno, 54L, juodas",309.99,Royal Catering,,,,,,,,,,,,Royal Catering
1061,"Šaldytuvas Reguliuojama šaldymo vitrina Arktic Hendi 120L, 2 lentynos",699.99,Arktic,,,,Pilka,54.0,"Mini

Be kameros",59.5,,,,,Royal Catering
1062,Šaldytuvas Šaldymo stalas su darbiniu paviršiumi 180cm -2/+8°C Hendi,2139.99,Hendi,,,,,120.0,Vitrina,68.6,,,,,Arktic
1063,Šaldytuvas Whirlpool W7X83AW,485.99,Whirlpool,,,,,,,,,,,,Hendi
1064,"Šaldytuvas Royal Catering Šaldymo vitrina su 3 lygiais, 100 l, juoda/stiklinė",605.99,Royal Catering,Laisvai statomi,D,,Balta,231.0,Laisvai pastatomas,191.2,59.6,67.8,,,Whirlpool
1065,"Šaldytuvas Royal Catering Stiklinė šaldymo vitrina 4 lygiai, 78 L",505.99,Royal Catering,,b,,,100.0,Vitrina,67.0,,,,,Royal Catering
1066,Šaldytuvas ECG ERB 21800 WF,359.99,ECG,,,,Juoda,78.0,Vitrina,,,,,,Royal Catering
1067,LIEBHERR CTele 2131 Šaldytuvas su šaldikliu viršuje,428.90,Liebherr,,,,Balta,,,,,,,,ECG
1068,Šaldytuvas Snaigė FR26SM-PRDG0E3,445.99,Snaigė,,,,,,Su kamera viršuje,,,,,,Liebherr
1069,"Šaldytuvas Royal Catering Šaldymo vitrina 10x GN1/4 200cm, su plieniniu dangčiu",1009.99,Royal Catering,Laisvai pastatomos,E,Vidinis elektroninis valdymas,žalia,241.0,Fridge with top freezer,165.5,56.0,63.0,183,C,Snaigė
1070,"Šaldytuvas Dviejų durų šaldymo stalas Hendi, nerūdijantis plienas",839.99,Hendi,,,,Pilka,70.0,Vitrina,200.0,,,,,Royal Catering
1071,"Šaldytuvas Royal Catering Šaldymo spinta -2 iki 8°C, 540L, nerūdijantis plienas",1145.99,Royal Catering,,,,,,,,,,,,Hendi
1072,"Šaldytuvas Royal Catering Šaldymo vitrina su plieniniu dangčiu 7x GN1/4, 150 cm",859.99,Royal Catering,Įmontuojami,,,Pilka,540.0,,,,,,,Royal Catering
1073,Šaldytuvas Samsung BRB26705CWW,875.99,Samsung,,,,Pilka,44.0,Mini,150.0,,,,,Royal Catering
1074,Gorenje Šaldytuvas | NRKI418EE1 | Energy efficiency class E | Built-in | Combi | Height 177.2 cm | No Frost system | Šaldytuvas net capacity 180 L | Šaldiklis net capacity 68 L | Ekranas | 39 dB | Baltas,569.99,Gorenje,Įmontuojami,C,,Balta,264.0,Su kamera apačioje,177.5,,,,,Samsung
1075,Šaldytuvas LG GSXE90EVDD,1890.82,LG,Pastatytas,E,Vidinis elektroninis valdymas,Balta,180.0,Šaldytuvas su apatiniu šaldikliu,177.2,54.0,54.5,224,C,Gorenje
1076,"Šaldytuvas Arktic Šaldymo įrenginys su dangčiu 4x GN 1/3 talpoms, sidabro spalva",489.99,Arktic,Laisvai pastatomos,,Internal touch control LCD,Tamsiai pilka,,Side by side,,91.3,73.5,276,B,LG
1077,Šaldytuvas Liebherr ICNdi 5153 Prime,1945.99,Liebherr,,,,Sidabrinė,,,,,,,,Arktic
1078,Gorenje šaldytuvas-šaldiklis NRK620ESYBK,649.99,Gorenje,,,,,,Su kamera apačioje,177.2,,,,,Liebherr
1079,šaldytuvas-šaldiklis MPM-215-KB-39/E,285.99,MPM,Laisvai statomi,E,,Juoda,235.0,Laisvai pastatomas,,60,59.2,,,Gorenje
1080,Šaldytuvas BEKO B5RCNA405HG,458.80,Beko,Laisvai statomi,F,,Nerūdijantis plienas,138.0,Laisvai pastatomas,,55,58,,,MPM
1081,Šaldytuvas Siemens KI86NADD0,1278.90,Siemens,Laisvai statomi,,,Juoda,,Su kamera apačioje,,,,,,Beko
1082,"Royal Catering Gėrimų šaldytuvas su dviem stumdomomis durimis, plieninė konstrukcija, 208L",879.99,Royal Catering,Įmontuojami,D,,Balta,184.0,Su kamera apačioje,177.2,,,,,Siemens
1083,"Tristar | Šaldytuvas | KB-7351 | Energijos vartojimo efektyvumo klasė E | Laisvai stovintis | Sandėliukas | Aukštis 48,5 cm | Šaldytuvas neto talpa 46 L | 41 dB | Baltas",146.26,Tristar,Laisvai statomi,b,,Juoda,208.0,Vitrina,,,,,,Royal Catering
1084,Amica šaldytuvas-šaldiklis FK1815.4U(E),293.11,Amica,Laisvai statomi,F,,Balta,46.0,Stačiai,48.5,,,,,Tristar
1085,Whirlpool šaldytuvas-šaldiklis W5 822EW,346.91,Whirlpool,Laisvai statomi,b,,Balta,142.0,Laisvai pastatomas,,54,59.5,,,Amica
1086,Candy | Šaldytuvas | CBT5518EW | Energy efficiency class E | Built-in | Combi | Height 177.2 cm | No Frost system | Šaldytuvas net capacity 186 L | Šaldiklis net capacity 62 L | Ekranas | 37 dB | Baltas,484.90,Candy,Laisvai statomi,E,,Balta,228.0,Laisvai pastatomas,188.9,59.5,65.5,,,Whirlpool
1087,Amica šaldytuvas-šaldiklis FM107.4(E),198.92,Amica,Įmontuojami,E,,Balta,248.0,Pastatas,177.2,54,54.5,,,Candy
1088,Amica šaldytuvas-šaldiklis BK3265.4UAA,427.50,Amica,Laisvai statomi,E,,Balta,75.0,Laisvai pastatomas,,50.00,51,,,Amica
1089,Amica šaldytuvas-šaldiklis FK3776.2DFZHC,801.92,Amica,Įmontuojami,E,,Netaikoma,195.0,Pastatas,176.9,54,55,,,Amica
1090,Whirlpool šaldytuvas-šaldiklis W5 822EOX,377.67,Whirlpool,Laisvai statomi,C,,"juoda, inox",260.0,Laisvai pastatomas,200.0,59.5,63.5,,,Amica
1091,Šaldytuvas VOX KS1100E,128.99,VOX,Laisvai statomi,E,,Nerūdijantis plienas,339.0,Laisvai pastatomas,188.9,59.5,65.5,,,Whirlpool
1092,Šaldytuvas Liebherr CNbed 5203,838.90,Liebherr,Laisvai statomi,,,Balta,77.0,Su kamera viduje,,,,,,VOX
1093,Šaldytuvas Beko Šaldytuvas Beko B3RCNA344HW NoFrost 301l LED 60cm,481.51,Beko,,,,,,,,,,,,Liebherr
1094,Šaldytuvas Whirlpool W9 931DKSH3,659.99,Whirlpool,Laisvai pastatoma,E,,Balta,301.0,Su kamera apačioje,180.0,59.5,66.5,,,Beko
1095,Šaldytuvas VOX KS1200E,135.99,VOX,Laisvai statomi,D,,Juoda,355.0,Su kamera apačioje,"201,3",,,,,Whirlpool
1096,Šaldytuvas HISENSE RS711N4WFE,769.99,Hisense,Laisvai statomi,E,,Balta,90.0,Be kameros,,,,,,VOX
1097,LIEBHERR RBc 525i Šaldytuvas with BioFresh,1529.99,Liebherr,,,,,,,,,,,,Hisense
1098,LIEBHERR RD 1201 Table-top šaldytuvas with šaldiklis,385.99,Liebherr,,,,,,,,,,,,Liebherr
1099,LIEBHERR CBNstc 579i Šaldytuvas-šaldiklis with BioFresh and NoFrost,1889.99,Liebherr,,,,,,,0.911,,,,,Liebherr
1100,LIEBHERR GKv 4310 Profi Šaldytuvas,1119.99,Liebherr,,,,,,,2.087,,,,,Liebherr
1101,LIEBHERR SRbdd 5220 Freestanding Šaldytuvas with EasyFresh,1229.99,Liebherr,,,,,,,,,,,,Liebherr
1102,LIEBHERR SRd 5220 Freestanding Šaldytuvas with EasyFresh,1025.99,Liebherr,Laisvai statomi,,,,,,1.927,,,,,Liebherr
1103,LIEBHERR CBNsfc 5223 Šaldytuvas-šaldiklis with BioFresh and NoFrost,1185.99,Liebherr,,,,,,,,,,,,Liebherr
1104,LIEBHERR RBc 5220 Šaldytuvas with BioFresh,1169.99,Liebherr,,,,,,,1.927,,,,,Liebherr
1105,LIEBHERR CNsfc 574i Šaldytuvas-šaldiklis with EasyFresh and NoFrost,1349.99,Liebherr,,,,,,,1.927,,,,,Liebherr
1106,Šaldytuvas Bosch KGN497WDF,869.99,Bosch,,,,,,,2.087,,,,,Liebherr
1107,Šaldytuvas HISENSE RB435N4BCE,475.99,Hisense,,,,,,,,,,,,Bosch
1108,Šaldytuvas Samsung RB38C600DSA/EF,579.99,Samsung,Laisvai statomi,,,,,,,,,,,Hisense
1109,LIEBHERR Re 1400 Table-top šaldytuvas,379.99,Liebherr,,D,,Nerūdijantis plienas,390.0,Su kamera apačioje,203,,,,,Samsung
1110,LIEBHERR CBNc 5723 Šaldytuvas-šaldiklis with BioFresh and NoFrost,1205.99,Liebherr,,,,,,,0.911,,,,,Liebherr
1111,Šaldytuvas Sharp SJ-FTB01ITXLE-EU,239.99,Sharp,,,,,,,2.087,,,,,Liebherr
1112,LIEBHERR Rsve 1201 Table-top šaldytuvas with šaldiklis,379.99,Liebherr,,,,Nerūdijantis plienas,,,145,,,,,Sharp
1113,Šaldytuvas Samsung RB38C600ESA,679.99,Samsung,,,,,,,0.911,,,,,Liebherr
1114,Šaldytuvas Samsung RB38C675DSA,749.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1115,Šaldytuvas Samsung RB38C7B5DB1,839.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1116,Šaldytuvas Samsung RB38C7B5E22,849.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1117,Liebherr šaldytuvas Liebherr CTPel 231 vieno dydžio šaldytuvas,699.99,Liebherr,,,,,,Su kamera apačioje,,,,,,Samsung
1118,Šaldytuvas BEKO RCSA300K40GN,319.10,Beko,,,,,,,,,,,,Liebherr
1119,Šaldytuvas Berk BRC-18551 W,269.99,Berk,Laisvai statomi,,,,,,,,,,,Beko
1120,Šaldytuvas BEKO B5RCNA365ZXB,579.97,Beko,,,,Balta,,,180,,,,,Berk
1121,Šaldytuvas Samsung RB34C675ESA,709.79,Samsung,,,,,,,,,,,,Beko
1122,LIEBHERR ECBN 5066 001 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,3885.99,Liebherr,,,,,,Su kamera apačioje,,,,,,Samsung
1123,Šaldytuvas HISENSE RB291D4CWE,319.99,Hisense,Įmontuojami,,,,,,2.12,,,,,Liebherr
1124,LIEBHERR RD 1200 Table-top šaldytuvas,349.99,Liebherr,Laisvai statomi,,,,,Su kamera apačioje,,,,,,Hisense
1125,Šaldytuvas HISENSE RB440N4WCE,525.99,Hisense,,,,,,,0.911,,,,,Liebherr
1126,Šaldytuvas Berk BRC-186E NF ID,389.99,Berk,Laisvai statomi,,,,,,,,,,,Hisense
1127,Šaldytuvas Berk BRT-8552 W,159.99,Berk,,E,,Juoda,293.0,Su kamera apačioje,186,,,,,Berk
1128,Šaldytuvas HISENSE RIB312F4AWE,435.99,Hisense,,E,,Balta,109.0,,85,,,,,Berk
1129,LIEBHERR CUe 2831 Šaldytuvas-šaldiklis with SmartFrost,565.99,Liebherr,Įmontuojami,,,,,,,,,,,Hisense
1130,LIEBHERR CTele 2931 Šaldytuvas-šaldiklis with SmartFrost,549.99,Liebherr,,,,,,,1.664,,,,,Liebherr
1131,LIEBHERR CUele 2331 Šaldytuvas-šaldiklis with SmartFrost,585.99,Liebherr,,,,,,,1.624,,,,,Liebherr
1132,LIEBHERR IRBdi 4851 Built-in šaldytuvas with BioFresh,1795.99,Liebherr,,,,,,,1.424,,,,,Liebherr
1133,Šaldytuvas Samsung RB34C670ESA,665.99,Samsung,,,,,,,,,,,,Liebherr
1134,Šaldytuvas Samsung RB38C603DB1,785.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1135,Šaldytuvas Samsung RB38C776CS9,975.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1136,Šaldytuvas Samsung RF65DG9H0EB1,3949.99,Samsung,,,,,,,,,,,,Samsung
1137,"Šaldytuvas Bosch Bosch KSV36VXEP Series 4, visos erdvės šaldytuvas (nerūdijančio plieno (tamsus) / juodas)",969.89,Bosch,,,,,,,,,,,,Samsung
1138,LIEBHERR CUele 2831 Šaldytuvas-šaldiklis with SmartFrost,609.99,Liebherr,,,,,,,,,,,,Bosch
1139,Lin LI-BC55 šaldytuvas juodas,102.99,LIN,,,,,,,1.664,,,,,Liebherr
1140,Šaldytuvas Berk BRD-14551 W,205.99,Berk,Laisvai statomi,,,,,,,,,,,LIN
1141,Šaldytuvas Sharp SJFBA05DTXLEEU,389.39,Sharp,,,,Balta,,,143,,,,,Berk
1142,LIEBHERR ECBN 5066 001 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,3885.99,Liebherr,,E,,Sidabrinė,270.0,Su kamera apačioje,180,,,,,Sharp
1143,LIEBHERR Rdi 1621 Table-top šaldytuvas with EasyFresh and Šaldiklis,499.99,Liebherr,Įmontuojami,,,,,,2.12,,,,,Liebherr
1144,LIEBHERR SRsdc 525i Freestanding Šaldytuvas with EasyFresh,1509.99,Liebherr,,,,,,,0.911,,,,,Liebherr
1145,LIEBHERR IRBd 5121 Įmontuojamas šaldytuvas,1399.99,Liebherr,Laisvai statomi,,,,,,1.927,,,,,Liebherr
1146,LIEBHERR RBsfc 5220 Šaldytuvas with BioFresh,1219.99,Liebherr,Įmontuojami,,,,248.0,Be kameros,177.2,,,,,Liebherr
1147,LIEBHERR IRBAD 5190-001 Built-in šaldytuvas with BioFresh,2699.99,Liebherr,,,,,,,1.927,,,,,Liebherr
1148,Šaldytuvas HISENSE RB440N4GWD,629.99,Hisense,Įmontuojami,,,,,,1.829,,,,,Liebherr
1149,LIEBHERR ICNe 5103 Built-in Šaldytuvas-Šaldiklis with BioCool and NoFrost,1079.99,Liebherr,Laisvai statomi,,,,,,,,,,,Hisense
1150,LIEBHERR ICBNdi 5123 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,1769.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1151,LIEBHERR ICNSe 5103 Built-in Šaldytuvas-Šaldiklis with BioCool and NoFrost,1115.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1152,Šaldytuvas Philco PX 502 Iceberg,1329.99,Philco,Įmontuojami,,,,,,1.829,,,,,Liebherr
1153,LIEBHERR IRBd 5121 Built-in šaldytuvas with BioFresh,1419.99,Liebherr,,,,,,,,,,,,Philco
1154,LIEBHERR Rsfd 5220 Šaldytuvas with EasyFresh,1025.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1155,LIEBHERR CTe 2531 Šaldytuvas-šaldiklis with SmartFrost,429.99,Liebherr,,,,,,,1.927,,,,,Liebherr
1156,Šaldytuvas Berk BRC-15551 W,249.99,Berk,,,,,,,1.454,,,,,Liebherr
1157,Šaldytuvas & Šaldiklis Retro Ravanson LKK-120RC,305.99,Ravanson,,,,Balta,,,151,,,,,Berk
1158,Haier Šaldytuvas HTW5620CNMP (414L; darl inox),919.99,Haier,Laisvai statomi,,,Kreminė,,,,,,,,Ravanson
1159,Haier HDPW5618DNPD Freestanding 352 L D Juodas,599.99,Haier,Laisvai statomi,,,Juoda,414.0,,,,,,,Haier
1160,LIEBHERR ICBNd 5173 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,2245.99,Liebherr,Laisvai statomi,,,Juoda,352.0,,,,,,,Haier
1161,LIEBHERR ICBNdi 5163 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,2285.99,Liebherr,,,,,,,,,,,,Liebherr
1162,LIEBHERR Re 1401 Table-top šaldytuvas with šaldiklis,405.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1163,Šaldytuvas Samsung RB50DG602ES9,829.99,Samsung,,,,,,,0.911,,,,,Liebherr
1164,Šaldytuvas Samsung RH69DG895EB1,1809.99,Samsung,,,,,,,,,,,,Samsung
1165,Šaldytuvas Samsung RB38C7B6AAP,1005.99,Samsung,,,,,,,,,,,,Samsung
1166,Šaldytuvas Whirlpool WHC18T132,599.99,Whirlpool,,,,,,Su kamera apačioje,,,,,,Samsung
1167,Šaldytuvas Ukonic Kühlschrank Xbox 10L,141.99,Ukonic,Įmontuojami,,,,,,,,,,,Whirlpool
1168,Šaldytuvas BEKO BCNA306E4ZSN,629.54,Beko,,,,,,,,,,,,Ukonic
1169,Šaldytuvas HISENSE RB435N4BFE,505.99,Hisense,,,,,,,,,,,,Beko
1170,Šaldytuvas & Šaldiklis Retro Ravanson LKK-120RB,299.99,Ravanson,Laisvai statomi,,,,,,,,,,,Hisense
1171,Šaldytuvas HISENSE RB395N4BWE,409.99,Hisense,Laisvai statomi,,,Juoda,,,,,,,,Ravanson
1172,Šaldytuvas HISENSE RB224D4BWE,249.99,Hisense,Laisvai statomi,,,,,Su kamera apačioje,,,,,,Hisense
1173,LIEBHERR FRFvg 5501 Profi Šaldytuvas,1349.99,Liebherr,Laisvai statomi,,,,,Su kamera apačioje,,,,,,Hisense
1174,LIEBHERR CNsdd 776i Šaldytuvas-šaldiklis with EasyFresh and NoFrost,1869.99,Liebherr,,,,,,,,,,,,Liebherr
1175,LIEBHERR CNsfc 5023 Plus NoFrost Šaldytuvas-šaldiklis,905.99,Liebherr,,,,,,,2.125,,,,,Liebherr
1176,LIEBHERR Ke 2834 Šaldytuvas with BioCool,629.99,Liebherr,Laisvai statomi,E,,,,Su kamera apačioje,165.5,,,,,Liebherr
1177,LIEBHERR Rsdci 1620 Table-top šaldytuvas with EasyFresh,609.99,Liebherr,,,,,,,1.454,,,,,Liebherr
1178,LIEBHERR CBNsda 572i Šaldytuvas-šaldiklis with BioFresh and NoFrost,1529.99,Liebherr,,,,,,,0.911,,,,,Liebherr
1179,LIEBHERR SRBstd 529i Šaldytuvas with BioFresh,1979.99,Liebherr,,,,,,,2.087,,,,,Liebherr
1180,LIEBHERR IRe 5101 Built-in šaldytuvas with BioCool,1105.99,Liebherr,,,,,,,1.927,,,,,Liebherr
1181,LIEBHERR ICBc 5182 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,2159.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1182,LIEBHERR CBNsdc 575i Šaldytuvas-šaldiklis with BioFresh and NoFrost,1709.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1183,LIEBHERR IRBd 5120 Built-in šaldytuvas with BioFresh,1349.99,Liebherr,,,,,,,2.087,,,,,Liebherr
1184,LIEBHERR ICc 5123 Built-in Šaldytuvas-Šaldiklis with EasyFresh and SmartFrost,1259.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1185,LIEBHERR CUe 3331 Šaldytuvas-šaldiklis with SmartFrost,619.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1186,LIEBHERR IRBci 5150 Built-in šaldytuvas with BioFresh,2069.99,Liebherr,,,,,,,1.864,,,,,Liebherr
1187,LIEBHERR Re 1201 Table-top šaldytuvas with šaldiklis,349.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1188,Šaldytuvas Samsung RF65DB960E22,3275.99,Samsung,,,,,,,0.911,,,,,Liebherr
1189,Šaldytuvas Samsung BRB38G705DWW,1429.99,Samsung,,,,,,,,,,,,Samsung
1190,Šaldytuvas Samsung LODÓWKA RB38C602EB1,659.99,Samsung,Įmontuojami,,,,,Su kamera apačioje,,,,,,Samsung
1191,Šaldytuvas BEKO B5RCNA365HG,485.99,Beko,,,,,,,,,,,,Samsung
1192,Šaldytuvas Samsung RF24BB620EB1,1919.99,Samsung,Laisvai statomi,,,,,,,,,,,Beko
1193,Šaldytuvas Sharp SJFBA05DTXWEEU,365.99,Sharp,,,,,,,,,,,,Samsung
1194,Šaldytuvas BEKO RDNT231I40XBN,413.36,Beko,,E,,Balta,270.0,Su kamera apačioje,180,,,,,Sharp
1195,Šaldytuvas Cooler HISENSE RL415N4ACE,545.99,Hisense,,,,,,,,,,,,Beko
1196,LIEBHERR ICNd 5603 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,1389.99,Liebherr,,,,,,,,,,,,Hisense
1197,LIEBHERR CBNsfc 572i Šaldytuvas-šaldiklis with BioFresh and NoFrost,1289.99,Liebherr,,,,,,,,,,,,Liebherr
1198,Šaldytuvas Cooler HISENSE RL415N4AWE,525.99,Hisense,,,,,,,2.087,,,,,Liebherr
1199,Šaldytuvas BEKO B3RCNE564HDXB,759.99,Beko,Laisvai statomi,,,,,,,,,,,Hisense
1200,LIEBHERR CUefe 3331 Šaldytuvas-šaldiklis with SmartFrost,755.99,Liebherr,Laisvai statomi,,,,,,,,,,,Beko
1201,LIEBHERR IRBci 5151 Built-in šaldytuvas with BioFresh,2159.99,Liebherr,,,,,,,1.864,,,,,Liebherr
1202,LIEBHERR CBNbsd 576i Prime BioFresh NoFrost Šaldytuvas-šaldiklis,1829.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1203,Šaldytuvas HISENSE RB224D4BDE,259.99,Hisense,Laisvai statomi,D,,Pilka,253.0,Su kamera apačioje,201.5,,,,,Liebherr
1204,LIEBHERR CTele 2131 Šaldytuvas-šaldiklis with SmartFrost,465.99,Liebherr,Laisvai statomi,,,,,Su kamera apačioje,,,,,,Hisense
1205,LIEBHERR CNsfc 5023 Šaldytuvas-šaldiklis with EasyFresh and NoFrost,849.99,Liebherr,,,,,,,1.294,,,,,Liebherr
1206,Šaldytuvas Berk BRC-15551 S,259.99,Berk,,,,,,,1.727,,,,,Liebherr
1207,LIEBHERR ICBbi 5122 Built-in Šaldytuvas-Šaldiklis with BioFresh and SmartFrost,1839.99,Liebherr,,,,Nerūdijantis plienas,,,151,,,,,Berk
1208,LIEBHERR ICBNci 5153 Built-in Šaldytuvas-Šaldiklis with BioFresh and NoFrost,2159.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1209,LIEBHERR ICBbi 5152 Built-in Šaldytuvas-Šaldiklis with BioFresh and SmartFrost,2005.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1210,LIEBHERR CUele 3331 Šaldytuvas-šaldiklis with SmartFrost,669.99,Liebherr,Įmontuojami,,,,,,1.829,,,,,Liebherr
1211,Šaldytuvas Berk BRC-18551 S,275.99,Berk,,,,,,,1.864,,,,,Liebherr
1212,Haier Šaldytuvas HDPW5620CNPK (406L; sidabrinis),719.99,Haier,,E,,Nerūdijantis plienas,262.0,Su kamera apačioje,180,,,,,Berk
1213,Beko šaldytuvas Beko B5RCNA405ZG šaldytuvas,729.99,Beko,Laisvai statomi,,,Sidabrinė,406.0,,,,,,,Haier
1214,Šaldytuvas Berk BRT-851 W,155.99,Berk,,,,,,,,,,,,Beko
1215,Šaldytuvas Samsung RB34C600EBN,679.99,Samsung,,,,Balta,,,85,,,,,Berk
1216,Šaldytuvas Samsung RB53DG703DB1,895.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1217,Šaldytuvas Samsung RB34C7B5CAP,825.99,Samsung,,,,,,,,,,,,Samsung
1218,Šaldytuvas Samsung RB34C635EBN,679.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1219,Šaldytuvas Samsung RB34C603CS9,809.99,Samsung,,,,,,Su kamera apačioje,,,,,,Samsung
1220,Šaldytuvas Samsung RB34C775CS9,809.99,Samsung,,,,,,,,,,,,Samsung
1221,Šaldytuvas Sharp SJ-FTB01ITXWE-EU,235.99,Sharp,,,,,,Su kamera apačioje,,,,,,Samsung
1222,Šaldytuvas Bosch Bosch šaldytuvo ir šaldiklio derinys KGE36ALCA Serie 6 C sidabras – Series 6 Stiwa Gut iki 08/22,959.99,Bosch,,,,Balta,,,145,,,,,Sharp
1223,Šaldytuvas HISENSE RB3B250SAWE,589.99,Hisense,,,,,,,,,,,,Bosch
1224,LIEBHERR SRBsfc 5220 Freestanding Šaldytuvas with EasyFresh,1299.99,Liebherr,Įmontuojami,,,,,Su kamera apačioje,,,,,,Hisense
1225,LIEBHERR CTele 2531 Šaldytuvas su šaldikliu viršuje,489.99,Liebherr,Laisvai statomi,,,,,,1.927,,,,,Liebherr
1226,Siemens Siemens KG 49EAICA šaldytuvas,995.99,Siemens,Laisvai statomi,E,,,233.0,Su kamera viršuje,140.1,,,,,Liebherr
