id,title,price,brand,Combined_remas,Combined_paskirtis,Combined_tipai,Combined_skersmuo,Combined_gears,Combined_gearsI
1622,Dviratis 20 Pegasus Avanti 3g wave rožinis 28cm,549.95,Pegasus,Aliuminis Vyriškas,Vyrams,Hibridinis/krosinis,"28 28""",SHIMANO Acera RD-M3100 Shadow SHIMANO Altus SL-M2010 27,27 3
1623,Dviratis 28 Bulls Trail Grinder Gravel šv.mėlynas perlamutras,2499,Bulls,Aliuminis Moteriškas,Vyrams,,28 28,SHIMANO Claris RD-R2000 SHIMANO Claris ST-R2000,2
1624,Dviratis 29 Bulls Bushtail vyr. 18g šv.žalsvas,849.95,Bulls,Aliuminis Moteriškas,Vyrams,Vieta,28 28,SHIMANO Nexus SG-C3001 SHIMANO Nexus SL-C3000-7 Revo Shifter 7 Vidinės,7 1
1625,Dviratis 28 Bulls Crosstail vyr. 27g t.pilkas,979.95,Bulls,Aliuminis Unisex,Vyrams,Vieta,28 28,Shimano Nexus 7 Shimano Nexus SL-7S31 7 Vidinės,7 Nėra
1626,Dviratis 28 Bulls Daily Grinder 1 16g trapez GRAVEL t.violetinis,1399,Bulls,Plieninis,,,20 20,,
1627,Dviratis 28 Pegasus Piazza trapez 7g mėlynas,699.95,Pegasus,Plieninis,,,20 20,,
1628,Dviratis 28 elektrinis Pegasus Ancura E7R HS wave 7g baltas,2499,Pegasus,Aliuminis Unisex,Vaikams,Kalnų MTB,24 24,"Shimano Alivio RD-M310 Shimano Altus SL-M310, 8 pavarų Išorinės",1
1629,Dviratis 20 KHE BMX CENTRIX juodas / žalias,549,KHE,Aliuminis Vyriškas,Paaugliams,Vieta,28 28,Nėra Nėra vienos pavaros,1
1630,Dviratis 20 KHE BMX COPE 20 pilkas,499,KHE,Aliuminis Unisex,Moterims,Vieta,28 28,Nėra Enviolo CVT Vidinės,1
1631,"Dviratis 24"" Bulls Twenty 4 E 400wh 8g raudonas",2699,Bulls,Aliuminis,,,20 20,Vidinės,1
1632,"Dviratis 28"" elektrinis Tenways CGO600 PRO 250Wh vyr. mėlynas matinis",1798,Tenways,Aliuminis,,,20 20,Vidinės,
1633,"Dviratis 28"" elektrinis Tenways AGO T 250Wh unisex baltas 48cm one size",2749,Tenways,Aliuminis Vyriškas,,Kalnų MTB pilnos amortizacijos,29 29,"Shimano Deore XT, 12 greičių Shimano Cues Išorinės",1
1634,"Dviratis 20"" Pegasus sulankstomas Alu D7A Low 7-G pilka/juoda",799.95,Pegasus,Aliuminis,Vaikams,,24 24,microSHIFT RD-M21L,1
1635,"Dviratis 20"" Pegasus sulankstomas Alu/Stahl S8 Disc 8G juoda/geltona",849.95,Pegasus,Aliuminis Vyriškas,,Kalnų MTB pilnos amortizacijos,29,Shimano Deore 10-greičių Shimano Cues Išorinės,1
1636,"Dviratis 29"" elektrinis Bulls Sonic EVO AM 1 Fully 625Wh 12g violetinis",4499,Bulls,Plieninis Moteriškas​,,,28,Nėra Shimano Nexus twist grip 3 Vidinės,3 1
1637,"Dviratis 24"" GT Stomper Prime mėlynas G54501U20",469.90,GT-,Plieninis Moteriškas​,,,24,"Shimano Nexus, 3 pavaros Nėra 3 Vidinės",3 1
1638,"Dviratis 29"" elektrinis Bulls Sonic EVO TR 1 Fully 500Wh vyr. 10g t.mėlynas",4599,Bulls,Aliuminis Moteriškas​,,,28,Shimano Tourney Shimano ST-EF41 Išorinės,3
1639,Dviratis 28 CLASSIC ELEGANCE 28 EQ 3sp violetinė + basket classic,507,CLASSIC,Aliuminis Unisex,,Sulankstomi,20,Nėra galinio pavarų perjungėjo Nėra Vienos pavaros,1
1640,Dviratis 24 CLASSIC FUNK 24 3sp EQ baltas classic,355,CLASSIC,Aliuminis Vyriškas,,Vieta,28,"Shimano Nexus SG-C7000, 5 greičių Shimano Nexus SL-C7000-5 Vidinės",1
1641,Dviratis 28 CLASSIC STREET 21 LADY 28 classic,487,CLASSIC,Aliuminis Vyriškas​,,,26,Shimano Tourney Shimano Revo Shift Išorinės,3
1642,Dviratis 20 elektrinis sulankstomas Engwe P20 250Wh žalias,999,Engwe,Aliuminis Unisex,,Vieta,20,Shimano 7 pavarų Shimano pavarų perjungimo rankenėlės 7 Išorinės,7 1 priekinė žvaigždė
1643,"Dviratis 28"" elektrinis Pegasus Premio EVO 5F ABS vyr. 400Wh 5g juodas matinis",3849,Pegasus,Plieninis,,,29,"Shimano Tourney RD-TY300, 21 pavarų Shimano SL-RS35 Revoshift, 3x7",3
1644,Dviratis 28 CLASSIC DELUXE 1 26 red + sidabrinis basket classic,304,CLASSIC,Aliuminis Unisex,,Sulankstomi,20,Shimano 7-pavarų Shimano 7 Išorinės,7 1
1645,Dviratis 20 elektrinis Engwe L20 500 Wh raudonas,1049,Engwe,Aliuminis Unisex,,Sulankstomi,20,Shimano 8-pavarų Shimano 8 Išorinės,8 1
1646,Dviratis 29 CLASSIC PRO 29 Disc 21spilver classic,538,CLASSIC,Aliuminis Unisex,,Sulankstomi,20,Shimano 8-pavarų Shimano 8 Išorinės,8 1
1647,Dviratis 20 elektrinis sulankstomas Engwe Engine X 750Wh juodas,1199,Engwe,,"Moterims

Vyrams

Paaugliams",,,,
1648,Dviratis 20 elektrinis sulankstomas Engwe X20 750Wh dviguba baterija pilkas,1799,Engwe,,Paaugliams,,,,
1649,Dviratis 20 elektrinis sulankstomas Engwe X20 750Wh dviguba baterija juodas,1799,Engwe,,,,,,
1650,"Baana Suokki 20 -polkupyörä, 1-vaihteinen, musta",245.99,Baana,,,,,,
1651,"GZR Progressiv-e CF 23 sähköpyörä, 15,5 (S)",4899.99,GZR,,,,,,
1652,Meteor Flex dviračių žibintų rinkinys 31527,20.86,Flex,,Vaikams,,,,
1653,Meteor Protect dviračių užraktas 31525,24.71,,,,,,,
1654,Meteor Dino Junior dviratininkų pirštinės 26190-26191-26192,19.61,Dino,,,,,,
1655,Globber Jr šalmas 505-120,40.23,Globber,,Vaikams,,,,
1656,Nautilus U627 programuojamas dviratis,861.33,,,Vaikams,,,,
1657,Globber Explorer Trike raudonas 630-102 HS-TNK-000013814 krosinis triratis,103.66,Globber,,Vaikams,,,,
1658,Meteor dviratininko šalmas PNY11 Jr 25228,37.82,,,,,,,
1659,Globber Elite Lights 507-105 Poolside Jr šalmas HS-TNK-000011574,48.43,Globber,Aliuminis,,,,,
1660,Globber Elite Lights šalmas 507-100 HS-TNK-000011573,48.43,Globber,,,,,,
1661,Adidas Tiro SG Trn M kelio įtvarai GJ7758,26.58,Adidas,,,,,,
1662,Jd Bug TC18 krosinis dviratis HS-TNK-000010966,82.18,,,,,,,
1663,Globber Bell 533-200 HS-TNK-000015719 motorolerio skambutis,23.34,Globber,,,,,,
1664,Schwinn 430i programuojamas orbitinis treniruoklis,1426.55,,,,,,,
1665,Meteor Junior Monsters įvairiaspalvės dviratininkų pirštinės,19.61,,,,,,,
1666,Meteor Gruver dviratininko šalmas 24750-24752,40.52,,"ALLOY 19"" / L 19 ALLOY",,,,21,21
1667,Dunlop dviračio rėmo krepšys 2ass 027395,30.85,Dunlop,,,,,,
1668,Šalmas Roces Symbol Jr S 301485 02,43.91,Roces,,,,,,
1669,"Dviratis Romet Jolene 6.0 2024 juodas-pink-19"" / L (Dydis: 19"" / L)",303.80,Romet,,,,,,
1670,Spokey Pumptrack šalmas 940960,56.71,Spokey,,Vaikams,,,,
1671,Spokey Avare dviratininko pirštinės SPK-941085 r.XL,27.35,Spokey,,Vaikams,,,,
1672,Spokey Avare L BK/YF M Pirštinės 6116930000,27.35,Spokey,,,,,,
1673,Meteor dviratininko šalmas PNY11 Jr 25226,37.82,,,,,,,
1674,Įrankiai Globber Go Bike Elite Air 714-201,112.28,Globber,,,,,,
1675,Globber Learning Bike 3in1 Deluxe daugiafunkcinis dviratis 639-210,99.36,Globber,,,,,,
1676,Dunlop 3 LED SMD galinis ciklo žibintas 2100593,27.05,Dunlop,,,,,,
1677,Spokey Skill M L BK dviratininkų pirštinės 941115,36.67,Spokey,,,,,,
1678,Spokey Skill M XL BK dviratininkų pirštinės 941116,36.67,Spokey,,,,,,
1679,Radvik Blast M dviratininkų pirštinės 92800356959,27.32,Radvik,,,,,,
1680,Radvik Kurer dviratininko šalmas 92800319309,53.56,Radvik,,,,,,
1681,Spokey Lava sporto pirštinės SPK-928974 r.M,31.20,Spokey,,,,,,
1682,Dviračio žibintas su rageliu Spokey Raini SPK-942714,25.77,Spokey,,,,,,
1683,Globber Learning Bike 3in1 Deluxe daugiafunkcinis dviratis 639-105,99.36,Globber,,,,,,
1684,Spokey Expert dviratininkų pirštinės L NY/OR M 941072,29.83,Spokey,,,,,,
1685,adidas X SG League apsauginės juostos IA0841,37.66,Adidas,,,,,,
1686,adidas Tiro SG League futbolo kamuolio apsaugos IQ4039/S,37.66,Adidas,"Aliuminis 19"" / L 19 ALLOY",,,,,
1687,Spokey BMX Ninja dviratininko šalmas 53-55cm BKnew SPK-943426,39.03,Spokey,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,28,7,7
1688,Apranga adidas Tiro SG League IQ4040,37.66,Adidas,Aliuminis ALLOY,Vaikams,,,8,8
1689,"Dviratis Romet Mustang M6 29"" 2023 bordo-baltas-19"" / L (Dydis: 19"" / L)",948.90,Romet,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,28,,
1690,"Dviratis Romet Luiza Lux 28"" Alu 2022 juodas-19"" / L (Dydis: 19"" / L)",438.90,Romet,anglies,,,,,34
1691,Dviratis Dviratis Cube Numove 200 juodas'n'oranžinis 2025,549,Cube,,,,,,
1692,"Dviratis Romet Wagant 5 28"" 2023 žalias-ruda-23"" / XL (Dydis: 23"" / XL)",508.90,Romet,,,,,,
1693,MMR MPN,2799.99,MMR,,,,,,
1694,Spokey Bolster M W fitneso pirštinės SPK-943720,29.83,Spokey,,,,,,
1695,Spokey Hikier XL W SPK-943725 fitneso pirštinės,28.89,Spokey,,,,,,
1696,Radvik Rammebag S dviračių krepšys 92800308373,23.95,Radvik,,,,,,
1697,Globber Lock pakabinamos spynos apsauginis užsegimas 532-100 532-100,23.87,Globber,,,,,,
1698,Dunlop spiralinė trosinė spyna 12 mm ST 56376 dviračių spyna,23.85,Dunlop,,,,,,
1699,Dunlop kombinuota dviračio spyna 2070976,20.31,Dunlop,,,,,,
1700,Dunlop Retro dviračių varpelis 475882,20.86,Dunlop,HI-TEN STEEL HI-TEN STEEL,Paaugliams,,28,1,1
1701,Hurtel Neperšlampamas balno užvalkalas - pilkas,9.52,Hurtel,,Vyrams,,,,
1702,Šalmas Radvik Stad,64.71,Radvik,,,,,,
1703,"Dviratis AZIMUT City Lux 28"" 2023 bordo-ruda",229.80,Azimut,,,,,,
1704,"GZR Bell-e SR sähköpyörä, 49 cm",1819.99,GZR,,,,,,
1705,Radvik Hilder M dviratininkų pirštinės 92800356940,27.32,Radvik,,,,,,
1706,Meteor MV29 Drizzle 16919 dviračių šalmas,40.52,,,,,,,
1707,treniruočių pirštinės IQ Cross The Line Buried II M 92800360088,34.48,CROSS,,,,,,
1708,Adidas Tiro SG Lge IW3788 futbolo kelių įtvarai,37.66,Adidas,,,,,,
1709,Radvik Myte Gts pirštinės 92800493082,30.76,Radvik,,,,,,
1710,Tempish Wruth šalmas 102001090,50.93,Tempish,HI-TEN STEEL HI-TEN STEEL,Paaugliams,,28,1,1
1711,dviračio užraktas Gerda Contra 900/8V OSCN0090008 06V2YP,38.24,Gerda,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,,7,7
1712,dviračio spyna Gerda U-Lock Ultra 245/165S OSUL0245165 06S2XP,30.39,Gerda,Aliuminis 16.9,Paaugliams,,27.5,7,7
1713,"Dviratis AZIMUT City Lux 28"" 2023 baltas-pink",229.80,Azimut,,,,,,
1714,"Dviratis Romet Wagant 3 28"" 2023 plum-pilkas-19"" / M (Dydis: 19"" / M)",418.90,Romet,,,,,,
1715,Motus City juoda,845.99,Motus,,,,,,
1716,Radvik Grippe“ dviračio rankenos,18.59,Radvik,23.2,,,,,
1717,"Uvex I-vo cc dviračio šalmas, juodas",89.71,,,,,,,
1718,Spokey Checkpoint,35.28,Spokey,Aliuminis Vyriškas,Vyrams,Vieta,"28 28""",Shimano Nexus SG-C3001 Shimano Nexus SL-C3000-7 Revo Shifter 7 Vidinės,7 1
1719,"Fiksuotos pavaros dviratis, juodas ir žalias, 700c, 59cm",243.49,vidaXL,HI-TEN STEEL HI-TEN STEEL,Vaikams,,24,3,3
1720,"GZR Integral-e -sähköpyörä, 52 cm",3249.99,GZR,anglies,,,,,40
1721,Dviratis 28 Pegasus Avanti vyr. 7g juodas matinis,649.95,Pegasus,anglies,,,,,34
1722,"Dviratis AZIMUT Julie 24"" 3-speed 2023 pink-baltas",301.90,Azimut,anglies,,,,,48/35
1723,MMR MPN,2549.99,MMR,aliuminis,ES,,,,
1724,MMR MPN,3439.99,MMR,anglies,,,,,48/31
1725,MMR MPN,3959.99,MMR,anglies,,,,,34
1726,MMR MPN,885.99,MMR,aliuminis,,,,,46/30
1727,MMR MPN,2535.99,MMR,anglies,,,,,52/36
1728,MMR MPN,2219.99,MMR,anglies,,,,,52/36
1729,MMR MPN,1959.99,MMR,anglies,,,,,48/35
1730,MMR MPN,4959.99,MMR,anglies,,,,,34
1731,MMR MPN,6609.99,MMR,anglies,,,,,34
1732,MMR MPN,4039.99,MMR,anglies,,,,,
1733,MMR MPN,3359.99,MMR,anglies,,,,,50/34
1734,MMR MPN,3359.99,MMR,anglies,,,,,50/34
1735,MMR MPN,3199.99,MMR,anglies,,,,,48/35
1736,MMR MPN,2719.99,MMR,anglies,,,,,50/34
1737,MMR MPN,3839.99,MMR,anglies,,,,,48/35
1738,MMR MPN,3959.99,MMR,anglies,,,,,50/34
1739,MMR MPN,2719.99,MMR,anglies,,,,,50/34
1740,MMR MPN,3959.99,MMR,aliuminis,ES,,,,
1741,MMR MPN,2719.99,MMR,anglies,,,,,50/34
1742,MMR MPN,3839.99,MMR,Aliuminis,Vyrams,,29 29,SHIMANO Deore RD-M4120 Shadow SHIMANO Deore SL-M4100/5100,2
1743,MMR MPN,859.99,MMR,Aliuminis,Vyrams,,29 29,"Shimano RD-TY300 Shimano SL-RV200, 3x7-speed, revo-shifter 7",7 3
1744,MMR MPN,2719.99,MMR,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,,,
1745,Dviratis 29 Bulls Copperhead 1 20g vyr. juodas matinis,979.95,Bulls,,Paaugliams,,,,
1746,Dviratis 29 Bergamont Revox 2 raudonas,649,Bergamont,21.7,,,,,
1747,"Dviratis Romet Orkan 3 M Lite 28"" 2023 graphite-lemon-20"" / L (Dydis: 20"" / L)",438.90,Romet,21.7,,,,,
1748,"Dviratis 27,5 MalTrack MTB, tamsiai pilka",370.92,,21.7,,,,,
1749,"Fiksuotos pavaros dviratis, juodas ir mėlynas, 700c, 55cm",243.26,vidaXL,23.2,,,,,
1750,"Fiksuotos pavaros dviratis, baltas ir mėlynas, 700c, 55cm",251.24,vidaXL,,,,,,
1751,"Fiksuotos pavaros dviratis, juodos spalvos, 700c, 55cm",285.09,vidaXL,,,,,,
1752,"Fiksuotos pavaros dviratis, juodos spalvos, 700c, 59cm",285.38,vidaXL,,Vaikams,,,,
1753,adidas Tiro SG rungtynių apsaugos HN5607,31.72,Adidas,,,,,,
1754,Adidas Tiro Club futbolo apsauginės liemenės IP3993,28.34,Adidas,,,,,,
1755,šalmas Globber Lavender Jr 506-103,48.43,Globber,,,,,,
1756,Meteor Crib vandeniui atsparus dviračių telefono dėklas 23795,20.24,,Metalas,,,,,
1757,SMJ Jr F501 šalmas,30.70,,,,,,,
1758,Triratis Rito Star Mėlyna,193.14,Star,,Vaikams,,,,Taip
1759,4091 Qplay Dviratis Tech juodas,86.56,Tech,,,,,,
1760,"GZR Lit-e e-Fatbike 26 -sähköpyörä, 17 runko",1285.99,GZR,Metalas,,,,,
1761,Rockbros Vaikiškas dviračio šalmas su nuimama išmatavimai M - geltonai oranžinės spalvos,56.09,Rockbros,,,,,,Taip
1762,Turbo Candy dviratis,90.04,Candy,,,,,,3
1763,OPTIMUS 3w1 dviratukas mergaitėms,86.56,Optimus,Plienas,,,,,
1764,Rockbros sulankstoma dviračių stovas – juodas,29.28,Rockbros,,Vaikams,,8,,
1765,Pink Grande Rožinė dviratis,71.87,Pink,,Vaikams,,,,
1766,Bėgimo dviratis DRAGONAS SU STABDŽIAIS Candy,75.55,Candy,,,,,,
1767,Qplay Triratis dviratis Elite juodas,105.45,Elite,,,,,,
1768,5683 Qplay Vaikų bėgimo dviratukas Feduro raudonas,94.92,Qplay,,,,,1,1
1769,Dviratis su trimis ratais Rito Plus“ žalias,185.79,,,,,,,
1770,sulankstomas magnetinis dviratis 941424,136.23,,,,,,,
1771,Balansinis dviračiukas,118.42,,,,,,,Taip
1772,Bėgimo dviratis Trainer juodas,82.90,Trainer,20.1,,,,,
1773,5071 Triratis Stanley Rubber Navy - Juodas,189.46,Stanley,,,,,,
1774,Wozinsky Talpi dviračio bagažinė,42.93,Wozinsky,,,,,,
1775,"Fiksuotos pavaros dviratis, juodos spalvos, 700c, 51cm",292.82,vidaXL,,,,,,
1776,Milly Mally Dviratukas vaikams RANGER Flash juoda,101.27,Milly Mally,"Aliuminis 17"" / M 17 ALLOY",Paaugliams,,,21,21
1777,Milly Mally bėgimo dviratis RANGER flash baltas,101.27,Milly Mally,,,,,,
1778,adidas Predator SG Match futbolo kamuolio apsaugos HY4079,33.83,Adidas,,,,,,
1779,"Dviratis Romet Rambler R6.1 26"" 2022 juodas-mėlynas-17"" / M (Dydis: 17"" / M)",288.80,Romet,,,,,,
1780,IQ Igone pirštinės,29.23,,,,,,,
1781,Šalmas Coolslide Nuts Jr,43.27,Coolslide,Aliuminis Unisex,,Vieta,20,Shimano 7-pavarų Shimano Išorinės,1
1782,Pirštinės IQ Mill II,29.31,Mill,Aliuminis Unisex,,Sulankstomi,16 16,4 pavarų Mechaninė rankenėlė Vidinės,1 priekinė žvaigždė
1783,adidas Tiro Competition futbolo kamuolio apsauginės juostos IP3999,55.58,Adidas,,,,,,
1784,Dviratis 20 elektrinis Engwe LE20 pilkas viena baterija,1699,Engwe,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,3,3
1785,Dviratis 16 MORNING 16 moon pilkas eovolt,1849,,Aliuminis 46 cm / XS ALLOY,Paaugliams,,,30,30
1786,Rockbros dviratininko apranga M – juoda,43.30,Rockbros,HI-TEN STEEL HI-TEN STEEL,Vyrams,,28,3,3
1787,"Dviratis Romet Vintage Classic M 28"" Alu 2022 red-20"" / L (Dydis: 20"" / L)",307.39,Romet,Aliuminis 46 cm / XS ALLOY,,,,8,8
1788,Dviratis Cube Nature SLX Trapeze pilkas'n'juodas 2023-46 cm / XS (Dydis: 46 cm / XS),1398.90,Cube,,,,,1,1
1789,"Dviratis AZIMUT Holland Retro 28"" 3-speed 2023 burgund shiny",338.90,Azimut,"10 """,Berniukams,,,,
1790,Dviratis Cube Nature shinymoss'n'juodas 2023-46 cm / XS (Dydis: 46 cm / XS),668.90,Cube,,Vaikams,,,25,25
1791,Žalias reguliuojamas vienaratis 20 col.,94.07,vidaXL,"Aliuminis 21"" / XL 21 ALLOY",,,21,21,21
1792,"Bėgimo dviratis Omna BB-01 12"", mėlynas",75.04,Omna,"Aliuminis 21"" / XL 21 ALLOY",Paaugliams,,26,21,21
1793,"We The People BMX dviratis Wethepeople Nova 20"" 2021, Žalias",270.90,We The People,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1794,"Dviratis Romet Orkan M 2024 graphite-red-21"" / XL (Dydis: 21"" / XL)",349.50,Romet,,Moterims,,26,18,18
1795,"Dviratis Romet Rambler R6.1 26"" 2022 juodas-yellow-21"" / XL (Dydis: 21"" / XL)",267.90,Romet,,"Vyrams
Moterims",,,,
1796,"Dviratis Romet Jolene 6.1 2024 baltas-žalias-violet-19"" / L (Dydis: 19"" / L)",318.90,Romet,"Aliuminis 22"" / 29 / XL 22 ALLOY",,,22,9,9
1797,"Huffy Extent 26"" Vyriškas dviratis,Shimano TZ 31, Matte Gunmetal",271.31,Huffy,Plieninis,Vaikams,,26 26,Shimano TY-300 Shimano TY-500 7,7 3
1798,Kalnų dviratis Rock Machine 29 Manhattan 40-29 (I) juodas/geltonas (XL) (803.2021.29036) (Atnaujinta),359,Manhattan,,,,,,
1799,"Elektrinis dviratis Cube Reaction Hybrid Performance 625 Trapeze 29 swampgrey'n'juodas 2023-22"" / 29 / XL (Dydis: 22"" / 29 / XL)",2174.18,Cube,,,,,,
1800,Dviratis 26 Classic MAGNUM 21g red,355,CLASSIC,,,,,,
1801,"Pilnai elektrinis dviratis ADO A20F Beast, Smėlio spalvos",1468.03,ADO,"CARBON 20"" / L 20 CARBON",,,,12,12
1802,"Pilnai elektrinis dviratis ADO A20 AIR, Kreminis baltas",1266.26,ADO,,,,,,
1803,"Elektrinis dviratis HIMO C30R MAX, Baltas (DEMO)",960.14,Himo,,,,,,
1804,"Dviratis Cube Elite C:62 ONE 29 carbon'n'juodas 2024-20"" / L (Dydis: 20"" / L)",2899,Cube,,,,,,
1805,"Xiaomi Elektrinis dviratis HIMO Z16 MAX, Pilka (SPEC)",730.54,Xiaomi,,,,,,
1806,"Elektrinis dviratis ADO A20F Beast, Juodas (SPEC)",1335.84,ADO,,,,,,
1807,"Pilnai elektrinis dviratis ADO A20+, Baltas",960.14,ADO,"CARBON 22"" / XL 22 CARBON",,,22,12,12
1808,"Pilnai elektrinis dviratis ADO A16 XE, Baltas",737.50,ADO,,,,,,
1809,"Pilnai elektrinis dviratis ADO A20F Beast, Baltas",1468.03,ADO,,,,,,
1810,"Dviratis Cube Elite C:62 Pro 29 sidabrinis'n'carbon 2024-22"" / XL (Dydis: 22"" / XL)",3199,Cube,,,,,,
1811,"Pilnai elektrinis dviratis ADO D30C, Pilkas",1196.69,ADO,"CARBON 23"" / 29 / XXL 23 CARBON",Vyrams,,23,12,12
1812,"Pilnai elektrinis dviratis ADO A16 XE, Pilkas",695.75,ADO,"CARBON 19"" / 29 / L 19 CARBON",Vyrams,,19,12,12
1813,"Pilnai elektrinis dviratis ADO A16 XE, Juodas",695.75,ADO,,,,,,
1814,"Dviratis Cube Reaction C:62 Pro 29 pilkas'n'metal 2023-23"" / 29 / XXL (Dydis: 23"" / 29 / XXL)",1668.90,Cube,,,,,,
1815,"Dviratis Cube Reaction C:62 Pro 29 pilkas'n'metal 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",1682.92,Cube,Aliuminis,Apytikslis amžius 12-13 metų Vaikams,,26 26,SHIMANO Tourney RD-TY200 SHIMANO SL-RS36 Revoshift 18,18 3
1816,"Elektrinis dviratis HIMO C30S MAX, Pilkas (SPEC)",1106.24,Himo,16.5,Vyrams,,27.5,21,21
1817,"Pilnai elektrinis dviratis ADO A20 AIR, Mėlynas",1266.26,ADO,,,,,6,6
1818,Dviratis 26 Pegasus Avanti 18g trapez t.raudonas 44cm,599.95,Pegasus,Aliuminis 19,Vyrams,,29,18,18
1819,Kalnų dviratis STUCCHI 27.5 Hardcore (23S795) oranžinis (16) (19S795O) (Atnaujinta),209.99,Stucchi,Aliuminis 19,Vyrams,,29,20,20
1820,Elektrinis dviratis SKYJET 20 Nitro juodas (NITROB) (Atnaujinta),819.99,Skyjet,Aliuminis 19,,,29,11,11
1821,Vyriškas kalnų dviratis Rock Machine Manhattan 90-29 (III) sidabrinis (Rato dydis: 29 Rėmo dydis: L) (803.2023.29003) (Atnaujinta),479.99,Rock,Aliuminis 17,Vyrams,,29,18,18
1822,Kalnų dviratis Rock Machine 29 Torrent 50-29 sidabrinis (L) (803.2022.29084) (Atnaujinta),589.99,Rock,Aliuminis 19,Moterims,,27.5,16,16
1823,Kalnų dviratis Rock Machine 29 Torrent 60-29 pilkas (L) (803.2022.29081) (Atnaujinta),765.99,Rock,Aliuminis 19,,,29,20,20
1824,Vyriškas kalnų dviratis Rock Machine Manhattan 90-29 (III) sidabrinis (Rato dydis: 29 Rėmo dydis: M) (803.2023.29002) (Atnaujinta),449.99,Rock,Aliuminis 56,Paaugliams,,28,27,27
1825,Moteriška kalnų dviratis Rock Machine Catherine 40-27 (III) rožinis (Rato dydis: 27.5 Rėmo dydis: L) (803.2023.27007) (Atnaujinta),449.99,Rock,Aliuminis 19.7,Paaugliams,,28,21,21
1826,Kalnų dviratis Rock Machine 29 Torrent 50-29 (I) sidabrinis (L) (803.2021.29084) (Atnaujinta),589.99,Rock,Aliuminis 13.5,Moterims,,29,11,11
1827,Turistinis dviratis Bisan 28 TRX8500 (PR10010436) pilkas/geltonas (22) (PR10010436GYYL) (Atnaujinta),525.99,Bisan,Aliuminis 17,Vyrams,,29,8,8
1828,Turistinis dviratis Bisan 28 TRX8100 City (PR10010427) mėlynas/baltas (19) (PR10010427BLWH-S) (Atnaujinta),365.99,Bisan,Aliuminis 19,"Moterims
Vyrams",,29,20,20
1829,Kalnų dviratis Rock Machine 29 Blizz TRL 70-29 pilkas/žalias (M) (803.2022.29086) (Atnaujinta),1159.99,Rock,Aliuminis 19,"Moterims
Vyrams",,29,9,9
1830,Vyriškas elektrinis dviratis Rock Machine Storm e70-29 (II) Khaki/juodas matinis (Rato dydis: 29 Rėmo dydis: M) (803.2022.79122) (Atnaujinta),1179.99,Rock,Aliuminis 19,,,29,14,14
1831,Kalnų dviratis Rock Machine 29 Catherine 40-29 rožinis (L) (803.2022.29067) (Atnaujinta),619.99,Rock,Aliuminis 19,Moterims,,29,18,18
1832,Elektrinis dviratis Rock Machine 29 Crossride e400B juodas (L) (803.2022.79030) (Atnaujinta),1869.99,Rock,19,Vyrams,,29,12,12
1833,Kalnų dviratis Rock Machine 29 Catherine 10-29 pilkas/rožinis (L) (803.2022.29161) (Atnaujinta),449.99,Rock,Aliuminis 48,,,29,21,21
1834,Moteriška kalnų dviratis Rock Machine Catherine 20-29 (III) baltas (Rato dydis: 29 Rėmo dydis: L) (803.2023.29071) (Atnaujinta),525.99,Rock,Aliuminis 19,Paaugliams,,28,7,7
1835,Kalnų dviratis Rock Machine 29 Blizz CRB 30-29 Gloss raudonas (L) (803.2022.29112) (Atnaujinta),1209.99,Rock,48,Paaugliams,,28,3,3
1836,Kalnų dviratis Bisan 29 MTX7100 (PR10010452) juodas/mėlynas (19) (PR10010452BKBL-29L) (Atnaujinta),345.99,Bisan,Aliuminis 54,Paaugliams,,28,21,21
1837,Elektrinis dviratis Rock Machine 28 Cityride e100SD (I) mėlynas matinis (L) (803.2021.78023) (Atnaujinta),1055.99,Rock,Aliuminis 19,Paaugliams,,28,7,7
1838,Miesto dviratis Bisan 28 Serenity (PR10010419) smėlio spalvos/sidabrinis (19) (PR10010419BESI) (Atnaujinta),295.99,Bisan,Aliuminis 19,Vyrams,,29,18,18
1839,Turistinis dviratis Bisan 28 Comfortline VB (PR10010370) pilkas/žalias (21) (PR10010370GRGN) (Atnaujinta),419.99,Bisan,,,,20,6,6
1840,Elektrinis dviratis Rock Machine 28 Cityride e100SD (I) žalias matinis (L) (803.2021.78027) (Atnaujinta),1055.99,Rock,Aliuminis 21,Vyrams,,29,18,18
1841,Kalnų dviratis Rock Machine 29 Torrent 30-29 juodas/mėlynas matinis (L) (803.2022.29047) (Atnaujinta),589.99,Rock,Aliuminis 17,Moterims,,29,18,18
1842,Elektrinis dviratis SKYJET 20 Nitro Pro žalias (NITROPROGR) (Atnaujinta),859.99,Skyjet,Aliuminis 15,Paaugliams,,27.5,16,16
1843,Vyriškas kalnų dviratis Rock Machine Manhattan 90-29 (III) sidabrinis (Rato dydis: 29 Rėmo dydis: XL) (803.2023.29004) (Atnaujinta),479.99,Rock,Aliuminis,,,20,7,7
